original_icd_code,original_icd_version,canonical_icd_code,canonical_icd_version,long_title
4580,9,I951,10,Orthostatic hypotension
I951,10,I951,10,Orthostatic hypotension
52571,9,M2761,10,Osseointegration failure of dental implant
M2761,10,M2761,10,Osseointegration failure of dental implant
38161,9,H6811,10,Osseous obstruction of Eustachian tube
H6811,10,H6811,10,Osseous obstruction of Eustachian tube
7335,9,M853,10,Osteitis condensans
M853,10,M853,10,Osteitis condensans
M888,10,M888,10,Osteitis deformans of other bones
M8888,10,M888,10,Osteitis deformans of other bones
7327,9,M932,10,Osteochondritis dissecans
M932,10,M932,10,Osteochondritis dissecans
75651,9,Q780,10,Osteogenesis imperfecta
Q780,10,Q780,10,Osteogenesis imperfecta
M8718,10,M8718,10,"Osteonecrosis due to drugs, other site"
M87188,10,M8718,10,"Osteonecrosis due to drugs, other site"
75652,9,Q782,10,Osteopetrosis
Q782,10,Q782,10,Osteopetrosis
H932,10,H932,10,Other abnormal auditory perceptions
H9329,10,H932,10,Other abnormal auditory perceptions
R858,10,R858,10,Other abnormal findings in specimens from digestive organs and abdominal cavity
R8589,10,R858,10,Other abnormal findings in specimens from digestive organs and abdominal cavity
R878,10,R878,10,Other abnormal findings in specimens from female genital organs
R8789,10,R878,10,Other abnormal findings in specimens from female genital organs
R8299,10,R8299,10,Other abnormal findings in urine
R82998,10,R8299,10,Other abnormal findings in urine
R908,10,R908,10,Other abnormal findings on diagnostic imaging of central nervous system
R9089,10,R908,10,Other abnormal findings on diagnostic imaging of central nervous system
79029,9,R7309,10,Other abnormal glucose
R7309,10,R7309,10,Other abnormal glucose
6318,9,O02,10,Other abnormal products of conception
O02,10,O02,10,Other abnormal products of conception
O0289,10,O02,10,Other abnormal products of conception
79589,9,R978,10,Other abnormal tumor markers
R978,10,R978,10,Other abnormal tumor markers
R068,10,R068,10,Other abnormalities of breathing
R0689,10,R068,10,Other abnormalities of breathing
R268,10,R268,10,Other abnormalities of gait and mobility
R2689,10,R268,10,Other abnormalities of gait and mobility
79009,9,R718,10,Other abnormality of red blood cells
R718,10,R718,10,Other abnormality of red blood cells
1338,9,B880,10,Other acariasis
B880,10,B880,10,Other acariasis
7061,9,L708,10,Other acne
L708,10,L708,10,Other acne
H743,10,H743,10,Other acquired abnormalities of ear ossicles
H7439,10,H743,10,Other acquired abnormalities of ear ossicles
M216,10,M216,10,Other acquired deformities of foot
M216X,10,M216,10,Other acquired deformities of foot
42299,9,I408,10,Other acute myocarditis
I408,10,I408,10,Other acute myocarditis
H651,10,H651,10,Other acute nonsuppurative otitis media
H6519,10,H651,10,Other acute nonsuppurative otitis media
3918,9,I018,10,Other acute rheumatic heart disease
I018,10,I018,10,Other acute rheumatic heart disease
4618,9,J018,10,Other acute sinusitis
J018,10,J018,10,Other acute sinusitis
J0180,10,J018,10,Other acute sinusitis
9957,9,T781,10,"Other adverse food reactions, not elsewhere classified"
T781,10,T781,10,"Other adverse food reactions, not elsewhere classified"
H258,10,H258,10,Other age-related cataract
H2589,10,H258,10,Other age-related cataract
51284,9,J9382,10,Other air leak
J9382,10,J9382,10,Other air leak
V978,10,V978,10,"Other air transport accidents, not elsewhere classified"
V9789,10,V978,10,"Other air transport accidents, not elsewhere classified"
J308,10,J308,10,Other allergic rhinitis
J3089,10,J308,10,Other allergic rhinitis
27739,9,E858,10,Other amyloidosis
E858,10,E858,10,Other amyloidosis
E8589,10,E858,10,Other amyloidosis
R82,10,R82,10,Other and unspecified abnormal findings in urine
R829,10,R82,10,Other and unspecified abnormal findings in urine
5229,9,K049,10,Other and unspecified diseases of pulp and periapical tissues
K049,10,K049,10,Other and unspecified diseases of pulp and periapical tissues
9932,9,T702,10,Other and unspecified effects of high altitude
T702,10,T702,10,Other and unspecified effects of high altitude
52429,9,M2629,10,Other anomalies of dental arch relationship
M2629,10,M2629,10,Other anomalies of dental arch relationship
37949,9,H5709,10,Other anomalies of pupillary function
H5709,10,H5709,10,Other anomalies of pupillary function
7523,9,7523,9,Other anomalies of uterus
75239,9,7523,9,Other anomalies of uterus
O468,10,O468,10,Other antepartum hemorrhage
O468X,10,O468,10,Other antepartum hemorrhage
77082,9,P284,10,Other apnea of newborn
P284,10,P284,10,Other apnea of newborn
P2849,10,P284,10,Other apnea of newborn
542,9,K36,10,Other appendicitis
K36,10,K36,10,Other appendicitis
44409,9,I7409,10,Other arterial embolism and thrombosis of abdominal aorta
I7409,10,I7409,10,Other arterial embolism and thrombosis of abdominal aorta
V448,9,Z938,10,Other artificial opening status
Z938,10,Z938,10,Other artificial opening status
78959,9,R188,10,Other ascites
R188,10,R188,10,Other ascites
J4599,10,J4599,10,Other asthma
J45998,10,J4599,10,Other asthma
L208,10,L208,10,Other atopic dermatitis
L2089,10,L208,10,Other atopic dermatitis
Q643,10,Q643,10,Other atresia and stenosis of urethra and bladder neck
Q6439,10,Q643,10,Other atresia and stenosis of urethra and bladder neck
A818,10,A818,10,Other atypical virus infections of central nervous system
A8189,10,A818,10,Other atypical virus infections of central nervous system
29689,9,F318,10,Other bipolar disorders
F318,10,F318,10,Other bipolar disorders
P128,10,P128,10,Other birth injuries to scalp
P1289,10,P128,10,Other birth injuries to scalp
0238,9,A238,10,Other brucellosis
A238,10,A238,10,Other brucellosis
P298,10,P298,10,Other cardiovascular disorders originating in the perinatal period
P2989,10,P298,10,Other cardiovascular disorders originating in the perinatal period
E9088,9,X378,10,Other cataclysmic storms
X378,10,X378,10,Other cataclysmic storms
3668,9,H26,10,Other cataract
H26,10,H26,10,Other cataract
I638,10,I638,10,Other cerebral infarction
I6389,10,I638,10,Other cerebral infarction
37569,9,H046,10,Other changes of lacrimal passages
H046,10,H046,10,Other changes of lacrimal passages
H0469,10,H046,10,Other changes of lacrimal passages
78659,9,R078,10,Other chest pain
R078,10,R078,10,Other chest pain
R0789,10,R078,10,Other chest pain
A748,10,A748,10,Other chlamydial diseases
A7489,10,A748,10,Other chlamydial diseases
H308,10,H308,10,Other chorioretinal inflammations
H3089,10,H308,10,Other chorioretinal inflammations
37214,9,H1045,10,Other chronic allergic conjunctivitis
H1045,10,H1045,10,Other chronic allergic conjunctivitis
5952,9,N302,10,Other chronic cystitis
N302,10,N302,10,Other chronic cystitis
H654,10,H654,10,Other chronic nonsuppurative otitis media
H6549,10,H654,10,Other chronic nonsuppurative otitis media
33829,9,G8929,10,Other chronic pain
G8929,10,G8929,10,Other chronic pain
4738,9,J328,10,Other chronic sinusitis
J328,10,J328,10,Other chronic sinusitis
H663,10,H663,10,Other chronic suppurative otitis media
H663X,10,H663,10,Other chronic suppurative otitis media
32739,9,G4729,10,Other circadian rhythm sleep disorder
G4729,10,G4729,10,Other circadian rhythm sleep disorder
36859,9,H5359,10,Other color vision deficiencies
H5359,10,H5359,10,Other color vision deficiencies
D818,10,D818,10,Other combined immunodeficiencies
D8189,10,D818,10,Other combined immunodeficiencies
33944,9,G4459,10,Other complicated headache syndrome
G4459,10,G4459,10,Other complicated headache syndrome
O088,10,O088,10,Other complications following an ectopic and molar pregnancy
O0889,10,O088,10,Other complications following an ectopic and molar pregnancy
T808,10,T808,10,"Other complications following infusion, transfusion and therapeutic injection"
T8089,10,T808,10,"Other complications following infusion, transfusion and therapeutic injection"
T878,10,T878,10,Other complications of amputation stump
T8789,10,T878,10,Other complications of amputation stump
T885,10,T885,10,Other complications of anesthesia
T8859,10,T885,10,Other complications of anesthesia
O298,10,O298,10,Other complications of anesthesia during pregnancy
O298X,10,O298,10,Other complications of anesthesia during pregnancy
53909,9,K9509,10,Other complications of gastric band procedure
K9509,10,K9509,10,Other complications of gastric band procedure
T8629,10,T8629,10,Other complications of heart transplant
T86298,10,T8629,10,Other complications of heart transplant
56979,9,K91858,10,Other complications of intestinal pouch
K91858,10,K91858,10,Other complications of intestinal pouch
53989,9,K9589,10,Other complications of other bariatric procedure
K9589,10,K9589,10,Other complications of other bariatric procedure
T818,10,T818,10,"Other complications of procedures, not elsewhere classified"
T8189,10,T818,10,"Other complications of procedures, not elsewhere classified"
O295,10,O295,10,Other complications of spinal and epidural anesthesia during pregnancy
O295X,10,O295,10,Other complications of spinal and epidural anesthesia during pregnancy
O908,10,O908,10,"Other complications of the puerperium, not elsewhere classified"
O9089,10,O908,10,"Other complications of the puerperium, not elsewhere classified"
O318,10,O318,10,Other complications specific to multiple gestation
O318X,10,O318,10,Other complications specific to multiple gestation
Q795,10,Q795,10,Other congenital malformations of abdominal wall
Q7959,10,Q795,10,Other congenital malformations of abdominal wall
Q138,10,Q138,10,Other congenital malformations of anterior segment of eye
Q1389,10,Q138,10,Other congenital malformations of anterior segment of eye
Q254,10,Q254,10,Other congenital malformations of aorta
Q2549,10,Q254,10,Other congenital malformations of aorta
Q5182,10,Q5182,10,Other congenital malformations of cervix
Q51828,10,Q5182,10,Other congenital malformations of cervix
Q257,10,Q257,10,Other congenital malformations of pulmonary artery
Q2579,10,Q257,10,Other congenital malformations of pulmonary artery
Q764,10,Q764,10,"Other congenital malformations of spine, not associated with scoliosis"
Q7649,10,Q764,10,"Other congenital malformations of spine, not associated with scoliosis"
Q5181,10,Q5181,10,Other congenital malformations of uterus
Q51818,10,Q5181,10,Other congenital malformations of uterus
37239,9,H108,10,Other conjunctivitis
H108,10,H108,10,Other conjunctivitis
H1089,10,H108,10,Other conjunctivitis
56409,9,K5909,10,Other constipation
K5909,10,K5909,10,Other constipation
28409,9,D6109,10,Other constitutional aplastic anemia
D6109,10,D6109,10,Other constitutional aplastic anemia
Z77,10,Z77,10,Other contact with and (suspected) exposures hazardous to health
Z779,10,Z77,10,Other contact with and (suspected) exposures hazardous to health
H178,10,H178,10,Other corneal scars and opacities
H1789,10,H178,10,Other corneal scars and opacities
28859,9,D72818,10,Other decreased white blood cell count
D72818,10,D72818,10,Other decreased white blood cell count
M205,10,M205,10,Other deformities of toe(s) (acquired)
M205X,10,M205,10,Other deformities of toe(s) (acquired)
36029,9,H4439,10,Other degenerative disorders of globe
H4439,10,H4439,10,Other degenerative disorders of globe
Q938,10,Q938,10,Other deletions from the autosomes
Q9389,10,Q938,10,Other deletions from the autosomes
Q935,10,Q935,10,Other deletions of part of a chromosome
Q9359,10,Q935,10,Other deletions of part of a chromosome
3418,9,G37,10,Other demyelinating diseases of central nervous system
G37,10,G37,10,Other demyelinating diseases of central nervous system
M268,10,M268,10,Other dentofacial anomalies
M2689,10,M268,10,Other dentofacial anomalies
52459,9,M2659,10,Other dentofacial functional abnormalities
M2659,10,M2659,10,Other dentofacial functional abnormalities
M223,10,M223,10,Other derangements of patella
M223X,10,M223,10,Other derangements of patella
F818,10,F818,10,Other developmental disorders of scholastic skills
F8189,10,F818,10,Other developmental disorders of scholastic skills
F808,10,F808,10,Other developmental disorders of speech and language
F8089,10,F808,10,Other developmental disorders of speech and language
R391,10,R391,10,Other difficulties with micturition
R3919,10,R391,10,Other difficulties with micturition
R39198,10,R391,10,Other difficulties with micturition
5193,9,J9859,10,"Other diseases of mediastinum, not elsewhere classified"
J9859,10,J9859,10,"Other diseases of mediastinum, not elsewhere classified"
I28,10,I28,10,Other diseases of pulmonary vessels
I288,10,I28,10,Other diseases of pulmonary vessels
28959,9,D738,10,Other diseases of spleen
D738,10,D738,10,Other diseases of spleen
D7389,10,D738,10,Other diseases of spleen
K31,10,K31,10,Other diseases of stomach and duodenum
K3189,10,K31,10,Other diseases of stomach and duodenum
4785,9,J383,10,Other diseases of vocal cords
J383,10,J383,10,Other diseases of vocal cords
H025,10,H025,10,Other disorders affecting eyelid function
H0259,10,H025,10,Other disorders affecting eyelid function
E708,10,E708,10,Other disorders of aromatic amino-acid metabolism
E7089,10,E708,10,Other disorders of aromatic amino-acid metabolism
E711,10,E711,10,Other disorders of branched-chain amino-acid metabolism
E7119,10,E711,10,Other disorders of branched-chain amino-acid metabolism
27549,9,E8359,10,Other disorders of calcium metabolism
E8359,10,E8359,10,Other disorders of calcium metabolism
3638,9,H31,10,Other disorders of choroid
H31,10,H31,10,Other disorders of choroid
37289,9,H11,10,Other disorders of conjunctiva
H11,10,H11,10,Other disorders of conjunctiva
38089,9,H61,10,Other disorders of external ear
H61,10,H61,10,Other disorders of external ear
H628,10,H628,10,Other disorders of external ear in diseases classified elsewhere
H628X,10,H628,10,Other disorders of external ear in diseases classified elsewhere
37489,9,H02,10,Other disorders of eyelid
H02,10,H02,10,Other disorders of eyelid
36089,9,H448,10,Other disorders of globe
H448,10,H448,10,Other disorders of globe
H4489,10,H448,10,Other disorders of globe
E743,10,E743,10,Other disorders of intestinal carbohydrate absorption
E7439,10,E743,10,Other disorders of intestinal carbohydrate absorption
36489,9,H21,10,Other disorders of iris and ciliary body
H21,10,H21,10,Other disorders of iris and ciliary body
27509,9,E8319,10,Other disorders of iron metabolism
E8319,10,E8319,10,Other disorders of iron metabolism
37589,9,H048,10,Other disorders of lacrimal system
H048,10,H048,10,Other disorders of lacrimal system
H0489,10,H048,10,Other disorders of lacrimal system
37939,9,H27,10,Other disorders of lens
H27,10,H27,10,Other disorders of lens
G9619,10,G9619,10,"Other disorders of meninges, not elsewhere classified"
G96198,10,G9619,10,"Other disorders of meninges, not elsewhere classified"
E838,10,E838,10,Other disorders of mineral metabolism
E8389,10,E838,10,Other disorders of mineral metabolism
H473,10,H473,10,Other disorders of optic disc
H4739,10,H473,10,Other disorders of optic disc
H058,10,H058,10,Other disorders of orbit
H0589,10,H058,10,Other disorders of orbit
M228,10,M228,10,Other disorders of patella
M228X,10,M228,10,Other disorders of patella
2772,9,E798,10,Other disorders of purine and pyrimidine metabolism
E798,10,E798,10,Other disorders of purine and pyrimidine metabolism
37919,9,H158,10,Other disorders of sclera
H158,10,H158,10,Other disorders of sclera
H1589,10,H158,10,Other disorders of sclera
H818,10,H818,10,Other disorders of vestibular function
H818X,10,H818,10,Other disorders of vestibular function
H438,10,H438,10,Other disorders of vitreous body
H4389,10,H438,10,Other disorders of vitreous body
N258,10,N258,10,Other disorders resulting from impaired renal tubular function
N2589,10,N258,10,Other disorders resulting from impaired renal tubular function
F448,10,F448,10,Other dissociative and conversion disorders
F4489,10,F448,10,Other dissociative and conversion disorders
52879,9,K1329,10,"Other disturbances of oral epithelium, including tongue"
K1329,10,K1329,10,"Other disturbances of oral epithelium, including tongue"
7784,9,P81,10,Other disturbances of temperature regulation of newborn
P81,10,P81,10,Other disturbances of temperature regulation of newborn
M548,10,M548,10,Other dorsalgia
M5489,10,M548,10,Other dorsalgia
28412,9,D61811,10,Other drug-induced pancytopenia
D61811,10,D61811,10,Other drug-induced pancytopenia
78729,9,R1319,10,Other dysphagia
R1319,10,R1319,10,Other dysphagia
36275,9,H3553,10,Other dystrophies primarily involving the sensory retina
H3553,10,H3553,10,Other dystrophies primarily involving the sensory retina
9588,9,T798,10,Other early complications of trauma
T798,10,T798,10,Other early complications of trauma
1022,9,A662,10,Other early skin lesions of yaws
A662,10,A662,10,Other early skin lesions of yaws
63381,9,O0081,10,Other ectopic pregnancy with intrauterine pregnancy
O0081,10,O0081,10,Other ectopic pregnancy with intrauterine pregnancy
63380,9,O0080,10,Other ectopic pregnancy without intrauterine pregnancy
O0080,10,O0080,10,Other ectopic pregnancy without intrauterine pregnancy
08249,9,A7749,10,Other ehrlichiosis
A7749,10,A7749,10,Other ehrlichiosis
28869,9,D72828,10,Other elevated white blood cell count
D72828,10,D72828,10,Other elevated white blood cell count
4928,9,J438,10,Other emphysema
J438,10,J438,10,Other emphysema
34839,9,G9349,10,Other encephalopathy
G9349,10,G9349,10,Other encephalopathy
36019,9,H441,10,Other endophthalmitis
H441,10,H441,10,Other endophthalmitis
H4419,10,H441,10,Other endophthalmitis
52579,9,M2769,10,Other endosseous dental implant failure
M2769,10,M2769,10,Other endosseous dental implant failure
69519,9,L518,10,Other erythema multiforme
L518,10,L518,10,Other erythema multiforme
53019,9,K208,10,Other esophagitis
K208,10,K208,10,Other esophagitis
E0008,9,Y998,10,Other external cause status
Y998,10,Y998,10,Other external cause status
