icd_code,icd_version,long_title
E762,10,Other mucopolysaccharidoses
E7629,10,Other mucopolysaccharidoses
37203,9,Other mucopurulent conjunctivitis
H1002,10,Other mucopurulent conjunctivitis
V3600,9,"Other multiple birth (three or more), mates liveborn and stillborn, born in hospital, delivered without mention of cesarean section"
V3601,9,"Other multiple birth (three or more), mates liveborn and stillborn, born in hospital, delivered without mention of cesarean section"
Z375,10,"Other multiple births, all liveborn"
Z3759,10,"Other multiple births, all liveborn"
Z376,10,"Other multiple births, some liveborn"
Z3769,10,"Other multiple births, some liveborn"
20582,9,"Other myeloid leukemia, in relapse"
C92Z2,10,"Other myeloid leukemia, in relapse"
20581,9,"Other myeloid leukemia, in remission"
C92Z1,10,"Other myeloid leukemia, in remission"
3538,9,Other nerve root and plexus disorders
G548,10,Other nerve root and plexus disorders
23779,9,Other neurofibromatosis
Q8509,10,Other neurofibromatosis
28809,9,Other neutropenia
D708,10,Other neutropenia
36869,9,Other night blindness
H5369,10,Other night blindness
I348,10,Other nonrheumatic mitral valve disorders
I3489,10,Other nonrheumatic mitral valve disorders
79319,9,Other nonspecific abnormal finding of lung field
R918,10,Other nonspecific abnormal finding of lung field
75329,9,Other obstructive defects of renal pelvis and ureter
Q623,10,Other obstructive defects of renal pelvis and ureter
Q6239,10,Other obstructive defects of renal pelvis and ureter
2647,9,Other ocular manifestations of vitamin A deficiency
E507,10,Other ocular manifestations of vitamin A deficiency
37739,9,Other optic neuritis
H468,10,Other optic neuritis
05909,9,Other orthopoxvirus infections
B080,10,Other orthopoxvirus infections
B0809,10,Other orthopoxvirus infections
M868,10,Other osteomyelitis
M868X,10,Other osteomyelitis
H608,10,Other otitis externa
H608X,10,Other otitis externa
3878,9,Other otosclerosis
H808,10,Other otosclerosis
2568,9,Other ovarian dysfunction
E288,10,Other ovarian dysfunction
28419,9,Other pancytopenia
D61818,10,Other pancytopenia
H498,10,Other paralytic strabismus
H4988,10,Other paralytic strabismus
F658,10,Other paraphilias
F6589,10,Other paraphilias
05919,9,Other parapoxvirus infections
B0869,10,Other parapoxvirus infections
Y9248,10,Other paved roadways as the place of occurrence of the external cause
Y92488,10,Other paved roadways as the place of occurrence of the external cause
L108,10,Other pemphigus
L1089,10,Other pemphigus
38619,9,Other peripheral vertigo
H813,10,Other peripheral vertigo
H8139,10,Other peripheral vertigo
52669,9,Other periradicular pathology associated with previous endodontic treatment
M2759,10,Other periradicular pathology associated with previous endodontic treatment
E7154,10,Other peroxisomal disorders
E71548,10,Other peroxisomal disorders
F078,10,Other personality and behavioral disorders due to known physiological condition
F0789,10,Other personality and behavioral disorders due to known physiological condition
Q858,10,"Other phakomatoses, not elsewhere classified"
Q8589,10,"Other phakomatoses, not elsewhere classified"
O438,10,Other placental disorders
O4389,10,Other placental disorders
51289,9,Other pneumothorax
J9383,10,Other pneumothorax
4718,9,Other polyp of sinus
J338,10,Other polyp of sinus
R358,10,Other polyuria
R3589,10,Other polyuria
I971,10,Other postprocedural cardiac functional disturbances
I9719,10,Other postprocedural cardiac functional disturbances
E898,10,Other postprocedural endocrine and metabolic complications and disorders
E8989,10,Other postprocedural endocrine and metabolic complications and disorders
O458,10,Other premature separation of placenta
O458X,10,Other premature separation of placenta
28739,9,Other primary thrombocytopenia
D694,10,Other primary thrombocytopenia
D6949,10,Other primary thrombocytopenia
Z568,10,Other problems related to employment
Z5689,10,Other problems related to employment
Z598,10,Other problems related to housing and economic circumstances
Z5989,10,Other problems related to housing and economic circumstances
Z738,10,Other problems related to life management difficulty
Z7389,10,Other problems related to life management difficulty
V698,9,Other problems related to lifestyle
Z728,10,Other problems related to lifestyle
Z7289,10,Other problems related to lifestyle
Z588,10,Other problems related to physical environment
Z5889,10,Other problems related to physical environment
6961,9,Other psoriasis
L408,10,Other psoriasis
F438,10,Other reactions to severe stress
F4389,10,Other reactions to severe stress
M435,10,Other recurrent vertebral dislocation
M435X,10,Other recurrent vertebral dislocation
Q728,10,Other reduction defects of lower limb
Q7289,10,Other reduction defects of lower limb
Q718,10,Other reduction defects of upper limb
Q7189,10,Other reduction defects of upper limb
V9039,9,Other retained organic fragments
Z1839,10,Other retained organic fragments
V9009,9,Other retained radioactive fragments
Z1809,10,Other retained radioactive fragments
36289,9,Other retinal disorders
H35,10,Other retinal disorders
36119,9,Other retinoschisis and retinal cysts
H3319,10,Other retinoschisis and retinal cysts
56738,9,Other retroperitoneal abscess
K6819,10,Other retroperitoneal abscess
39899,9,Other rheumatic heart diseases
I09,10,Other rheumatic heart diseases
F208,10,Other schizophrenia
F2089,10,Other schizophrenia
69018,9,Other seborrheic dermatitis
L218,10,Other seborrheic dermatitis
70219,9,Other seborrheic keratosis
L821,10,Other seborrheic keratosis
27784,9,Other secondary carnitine deficiency
E7144,10,Other secondary carnitine deficiency
E71448,10,Other secondary carnitine deficiency
I272,10,Other secondary pulmonary hypertension
I2729,10,Other secondary pulmonary hypertension
28749,9,Other secondary thrombocytopenia
D6959,10,Other secondary thrombocytopenia
I6939,10,Other sequelae of cerebral infarction
I69398,10,Other sequelae of cerebral infarction
I6919,10,Other sequelae of nontraumatic intracerebral hemorrhage
I69198,10,Other sequelae of nontraumatic intracerebral hemorrhage
I6989,10,Other sequelae of other cerebrovascular disease
I69898,10,Other sequelae of other cerebrovascular disease
I6929,10,Other sequelae of other nontraumatic intracranial hemorrhage
I69298,10,Other sequelae of other nontraumatic intracranial hemorrhage
99951,9,Other serum reaction due to administration of blood and blood products
T8061,10,Other serum reaction due to administration of blood and blood products
99952,9,Other serum reaction due to vaccination
T8062,10,Other serum reaction due to vaccination
61179,9,Other signs and symptoms in breast
N645,10,Other signs and symptoms in breast
N6459,10,Other signs and symptoms in breast
R23,10,Other skin changes
R238,10,Other skin changes
30089,9,Other somatoform disorders
F458,10,Other somatoform disorders
F608,10,Other specific personality disorders
F6089,10,Other specific personality disorders
R798,10,Other specified abnormal findings of blood chemistry
R7989,10,Other specified abnormal findings of blood chemistry
2858,9,Other specified anemias
D648,10,Other specified anemias
D6489,10,Other specified anemias
D618,10,Other specified aplastic anemias and other bone marrow failure syndromes
D6189,10,Other specified aplastic anemias and other bone marrow failure syndromes
B968,10,Other specified bacterial agents as the cause of diseases classified elsewhere
B9689,10,Other specified bacterial agents as the cause of diseases classified elsewhere
04089,9,Other specified bacterial diseases
A488,10,Other specified bacterial diseases
O758,10,Other specified complications of labor and delivery
O7589,10,Other specified complications of labor and delivery
N948,10,Other specified conditions associated with female genital organs and menstrual cycle
N9489,10,Other specified conditions associated with female genital organs and menstrual cycle
P838,10,Other specified conditions of integument specific to newborn
P8388,10,Other specified conditions of integument specific to newborn
77989,9,Other specified conditions originating in the perinatal period
P968,10,Other specified conditions originating in the perinatal period
P9689,10,Other specified conditions originating in the perinatal period
42689,9,Other specified conduction disorders
I458,10,Other specified conduction disorders
I4589,10,Other specified conduction disorders
Q878,10,"Other specified congenital malformation syndromes, not elsewhere classified"
Q8789,10,"Other specified congenital malformation syndromes, not elsewhere classified"
V6549,9,Other specified counseling
Z718,10,Other specified counseling
Z7189,10,Other specified counseling
71287,9,"Other specified crystal arthropathies, ankle and foot"
M1187,10,"Other specified crystal arthropathies, ankle and foot"
71284,9,"Other specified crystal arthropathies, hand"
M1184,10,"Other specified crystal arthropathies, hand"
71289,9,"Other specified crystal arthropathies, multiple sites"
M1189,10,"Other specified crystal arthropathies, multiple sites"
M438,10,Other specified deforming dorsopathies
M438X,10,Other specified deforming dorsopathies
G318,10,Other specified degenerative diseases of nervous system
G3189,10,Other specified degenerative diseases of nervous system
G328,10,Other specified degenerative disorders of nervous system in diseases classified elsewhere
G3289,10,Other specified degenerative disorders of nervous system in diseases classified elsewhere
O998,10,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
O9989,10,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
K628,10,Other specified diseases of anus and rectum
K6289,10,Other specified diseases of anus and rectum
28989,9,Other specified diseases of blood and blood-forming organs
D758,10,Other specified diseases of blood and blood-forming organs
D7589,10,Other specified diseases of blood and blood-forming organs
K038,10,Other specified diseases of hard tissues of teeth
K0389,10,Other specified diseases of hard tissues of teeth
H838,10,Other specified diseases of inner ear
H838X,10,Other specified diseases of inner ear
K638,10,Other specified diseases of intestine
K6389,10,Other specified diseases of intestine
K768,10,Other specified diseases of liver
K7689,10,Other specified diseases of liver
5778,9,Other specified diseases of pancreas
K868,10,Other specified diseases of pancreas
K8689,10,Other specified diseases of pancreas
4238,9,Other specified diseases of pericardium
I318,10,Other specified diseases of pericardium
G958,10,Other specified diseases of spinal cord
G9589,10,Other specified diseases of spinal cord
K928,10,Other specified diseases of the digestive system
K9289,10,Other specified diseases of the digestive system
D898,10,"Other specified disorders involving the immune mechanism, not elsewhere classified"
D8989,10,"Other specified disorders involving the immune mechanism, not elsewhere classified"
2708,9,Other specified disorders of amino-acid metabolism
E728,10,Other specified disorders of amino-acid metabolism
E7289,10,Other specified disorders of amino-acid metabolism
O418,10,Other specified disorders of amniotic fluid and membranes
O418X,10,Other specified disorders of amniotic fluid and membranes
4478,9,Other specified disorders of arteries and arterioles
I778,10,Other specified disorders of arteries and arterioles
I7789,10,Other specified disorders of arteries and arterioles
5968,9,Other specified disorders of bladder
59689,9,Other specified disorders of bladder
N328,10,Other specified disorders of bladder
N3289,10,Other specified disorders of bladder
M898,10,Other specified disorders of bone
M898X,10,Other specified disorders of bone
G938,10,Other specified disorders of brain
G9389,10,Other specified disorders of brain
61189,9,Other specified disorders of breast
N648,10,Other specified disorders of breast
N6489,10,Other specified disorders of breast
E748,10,Other specified disorders of carbohydrate metabolism
E7489,10,Other specified disorders of carbohydrate metabolism
M948,10,Other specified disorders of cartilage
M948X,10,Other specified disorders of cartilage
G968,10,Other specified disorders of central nervous system
G9689,10,Other specified disorders of central nervous system
H118,10,Other specified disorders of conjunctiva
H1189,10,Other specified disorders of conjunctiva
