icd_full,hadm_freq
10-N99114,6
10-E7521,6
10-Z2820,6
9-20482,6
10-O132,6
9-7299,6
10-M24552,6
10-M532X4,6
9-E0020,6
10-N211,6
9-79380,6
10-T8699,6
9-9182,6
10-M2548,6
10-S42001D,6
10-J683,6
9-9559,6
10-I82523,6
10-G9581,6
10-S32401D,6
10-S92515A,6
10-S90412A,6
10-I69092,6
10-S0264XA,6
10-H5351,6
9-1600,6
10-S81801D,6
9-2326,6
9-E8212,6
9-9011,6
9-38658,6
9-81351,6
10-O8619,6
10-S12530A,6
10-M02361,6
9-1649,6
9-81513,6
10-O9812,6
10-G543,6
10-R803,6
10-S80921A,6
10-H348392,6
10-C7A010,6
9-01720,6
10-S82142K,6
10-L98418,6
9-17351,6
10-S55112A,6
10-D3705,6
10-M21961,6
10-S60413A,6
10-H5989,6
10-O98411,6
9-82331,6
10-L744,6
10-S99911A,6
10-S2690XA,6
9-64383,6
10-S21312A,6
10-T45625A,6
10-S12100S,6
10-F17209,6
10-V8655XA,6
9-2298,6
10-H47012,6
10-F10959,6
9-99560,6
9-78932,6
10-C4322,6
10-G3281,6
10-S0921XA,6
10-M7592,6
10-S67196A,6
10-H16003,6
10-Z4681,6
10-R402354,6
9-75289,6
10-H05229,6
10-S82844A,6
10-S062X9S,6
10-S0083XD,6
10-C8294,6
10-E13319,6
9-9168,5
9-71749,5
10-S32425A,5
10-F1620,5
10-H4910,5
10-S45112A,5
9-V0489,5
9-0540,5
10-W15XXXA,5
10-T84011A,5
10-T8601,5
10-V940XXA,5
10-O329XX0,5
10-S72434A,5
9-5824,5
9-20064,5
10-Q315,5
9-E9678,5
10-S62611A,5
10-A563,5
10-M84477A,5
10-O99825,5
9-2594,5
10-C44509,5
10-O368321,5
10-I070,5
9-7591,5
10-T44901A,5
10-A858,5
10-I97810,5
9-38871,5
9-36260,5
9-2134,5
10-R402333,5
9-71743,5
10-I82712,5
9-20911,5
10-C4362,5
10-M1632,5
10-B088,5
10-M12261,5
10-S36530A,5
10-M20022,5
10-M21762,5
10-C8240,5
10-G4459,5
10-G514,5
9-65673,5
10-S82402B,5
10-M60022,5
10-B851,5
10-M6752,5
9-40511,5
10-Z9102,5
10-M4854XS,5
10-S37051A,5
10-S55012A,5
10-M67471,5
10-N99111,5
9-E9465,5
10-S14157A,5
10-D3615,5
10-S21012A,5
10-V0390XS,5
10-S42402K,5
10-I69364,5
10-T405X1S,5
10-R9349,5
10-S51032A,5
10-Y92833,5
9-E0072,5
9-85240,5
9-1340,5
10-S066X8A,5
10-C4401,5
9-80129,5
10-S61431A,5
10-O9A312,5
10-C131,5
10-N480,5
9-30450,5
9-2562,5
10-M4686,5
10-E0900,5
10-K5902,5
10-L02223,5
10-O669,5
10-C020,5
9-V582,5
10-F10932,5
10-T494X5A,5
10-H40211,5
10-S82102D,5
10-T381X2A,5
9-2152,5
10-M1189,5
10-Y9364,5
10-S30820A,5
10-M5023,5
10-S01122A,5
10-S52514A,5
10-I63341,5
10-S62636A,5
10-M25021,5
9-83103,5
9-86320,5
9-84210,5
10-Z4822,5
10-Z9229,5
10-O3623X0,5
10-H9113,5
10-I372,5
10-S3669XA,5
10-O361930,5
10-I25708,5
9-7917,5
10-I70792,5
9-9134,5
9-86120,5
9-E8918,5
10-E7400,5
10-L89103,5
9-0390,5
10-O2413,5
10-H10213,5
9-1700,5
10-Y818,5
10-N842,5
10-C098,5
10-S4292XA,5
10-O0081,5
10-T84048A,5
10-T86298,5
10-M4313,5
10-S72041A,5
10-S02600A,5
10-M6009,5
9-99646,5
10-T17528A,5
9-7540,5
10-S32414A,5
10-S3792XA,5
10-S68120A,5
10-S71152A,5
10-T451X2A,5
9-2759,5
10-M12571,5
10-J120,5
10-M5384,5
10-H11002,5
10-O26851,5
9-37946,5
10-S31614A,5
10-S71102A,5
9-71216,5
10-Y92321,5
10-F518,5
10-H5111,5
10-M2140,5
10-E0921,5
9-73729,5
10-L89513,5
10-L97313,5
10-I011,5
10-S90425A,5
10-M5146,5
9-7237,5
10-G8382,5
10-S8261XB,5
9-E9468,5
10-S36020A,5
10-Q233,5
10-Y9322,5
10-S06369S,5
10-I83899,5
9-25010,5
10-H47612,5
10-J1181,5
10-M1812,5
10-S68622A,5
10-T85625A,5
9-E9051,5
10-M71152,5
9-9189,5
10-S52501P,5
9-67414,5
9-9831,5
9-73098,5
10-X101XXA,5
10-S82221A,5
9-34671,5
10-D49511,5
10-Y01XXXA,5
10-M25475,5
10-J678,5
10-S62633A,5
10-Y042XXS,5
9-73097,5
9-71885,5
9-09955,5
10-A5219,5
10-O0932,5
10-Q399,5
9-E9659,5
10-T496X5A,5
10-K51812,5
10-M11832,5
10-H02843,5
9-80175,5
10-I089,5
10-M8008XS,5
10-Q382,5
9-V524,5
10-R6339,5
10-Z86004,5
10-F1399,5
10-C44310,5
10-S61253A,5
10-Q5561,5
10-D72110,5
9-71195,5
10-M62542,5
10-I6022,5
10-I69020,5
9-31323,5
9-V1362,5
9-V5421,5
9-33510,5
10-C669,5
10-K144,5
9-37811,5
9-31509,5
10-S358X1A,5
10-S72042A,5
10-F10980,5
10-H401131,5
10-M0530,5
9-24961,5
10-M439,5
10-F324,5
9-78452,5
9-V119,5
10-I83813,5
10-S62521B,5
10-O252,5
10-R6882,5
10-T880XXA,5
9-4542,5
9-53410,5
10-D375,5
10-M4715,5
9-42491,5
9-9176,5
10-D1339,5
10-S80922A,5
9-6255,5
10-L531,5
10-T2122XA,5
10-I70701,5
10-S52352B,5
10-E744,5
10-C384,5
10-K51918,5
9-85211,5
10-T3995XS,5
10-S22080D,5
9-E9450,5
10-M5415,5
10-Y92210,5
9-20490,5
9-E8716,5
10-M11861,5
9-V6222,5
10-S12200S,5
9-8489,5
9-8403,5
10-S53104A,5
10-O0389,5
9-81315,5
10-M84675A,5
10-M1993,5
9-30272,5
10-M25311,5
10-S12591A,5
9-1944,5
9-11599,5
9-4429,5
9-27902,5
10-D0439,5
10-O0339,5
9-80000,5
10-S91202A,5
9-2371,5
10-C4482,5
9-78762,5
9-36289,5
9-0339,5
9-61883,5
10-Y9353,5
10-L97425,5
10-G4726,5
10-S32018D,5
9-71231,5
9-65553,5
10-M083,5
9-71852,5
10-T476X6A,5
9-04619,5
9-9743,5
10-T43611A,5
10-D612,5
9-3590,5
9-7335,5
9-4350,5
9-79552,5
10-F14120,5
10-T474X6A,5
10-G467,5
10-L565,5
10-R2240,5
9-8793,5
10-D4620,5
10-Y042XXD,5
10-S1983XA,5
9-37612,5
10-T84020D,5
10-H47093,5
10-Z89221,5
9-9558,5
9-38200,5
10-B0189,5
10-S41152A,5
10-S76191A,5
10-A420,5
10-T84613A,5
10-T84615A,5
9-99941,5
10-M13859,5
9-37120,5
10-E8021,5
9-9155,5
10-K22710,5
10-T63441A,5
9-81331,5
10-L7601,5
9-0490,5
10-L272,5
10-Q999,5
10-M6528,5
10-Y92328,5
9-V8739,5
9-E0062,5
10-M1128,5
9-5583,5
9-99589,5
10-S72302K,5
9-V1585,5
10-N6011,5
9-83411,5
9-2891,5
10-S82001B,5
9-34441,5
9-65133,5
10-S91342A,5
10-W133XXA,5
10-A562,5
9-94311,5
10-S93601A,5
9-7386,5
10-N895,5
9-1951,5
10-G451,5
10-O68,5
10-B870,5
10-Z8751,5
10-S81001A,5
10-S66324A,5
10-I70269,5
10-T84098A,5
10-M838,5
10-D0590,5
10-I69818,5
10-N158,5
10-H5709,5
10-M4649,5
9-69512,5
10-C861,5
10-S06300S,5
10-T82817A,5
10-S72141K,5
10-K903,5
10-G521,5
10-I69118,5
10-M25811,5
9-73019,5
10-S31829A,5
10-M6240,5
10-C8517,5
10-J382,5
10-F3342,5
10-M25312,5
9-82110,5
9-20168,5
10-Y9363,5
10-M87051,5
10-S92321B,5
10-S92331B,5
9-E8141,5
9-99985,5
10-I75023,5
9-2758,5
10-T40602A,5
9-V6400,5
9-E0050,5
10-S82301M,5
10-S62396A,5
9-37632,5
9-71951,5
9-94214,5
10-R402344,5
10-T24211A,5
10-R481,5
10-M94262,5
10-G320,5
9-72879,5
10-I87002,5
10-N8184,5
10-Z7389,5
10-M25871,5
10-L89119,5
10-E103591,5
10-E1029,5
10-S838X2A,5
10-X828XXA,5
10-N870,5
10-L8942,5
10-R250,5
9-7458,5
9-V6405,5
10-S72301K,5
9-E0080,5
9-2358,5
9-87211,5
9-71961,5
10-S81851A,5
10-T84195A,5
10-C4331,5
10-S02670A,5
10-S3215XA,5
9-55000,5
10-L98428,5
10-T375X2A,5
10-S82151A,5
10-S67190A,5
10-N945,5
9-78960,5
10-M85841,5
10-O712,5
10-F408,5
10-S31111A,5
9-5271,5
10-S92211B,5
10-S1985XA,5
10-H02431,5
10-S60414A,5
10-S02119B,5
9-63412,5
10-M4654,5
10-S0451XA,5
10-M60000,5
10-I6991,5
9-80322,5
9-V1640,5
10-M21962,5
10-O9123,5
9-75530,5
10-I279,5
10-G44319,5
10-L02422,5
10-S31109A,5
10-R290,5
10-E661,5
10-M75122,5
9-65923,5
10-I70435,5
10-G0401,5
10-S24109S,5
10-H018,5
9-E8530,5
10-S32039D,5
9-3869,5
10-M21761,5
10-M2769,5
9-9039,5
10-M26623,5
10-D762,5
9-94224,5
9-34650,5
10-S82852D,5
10-M12572,5
10-R009,5
10-M1A00X0,5
10-I6781,5
10-A427,5
10-T361X1A,5
10-Q255,5
9-2123,5
10-M87188,5
10-L303,5
10-O30002,5
10-G468,5
10-D700,5
10-Y93G1,5
9-E8146,5
10-C677,5
10-F12259,5
10-S63285A,5
10-M21831,5
10-G519,5
9-55100,5
9-94301,5
10-D819,5
9-33700,5
10-M87812,5
9-71234,5
10-V0909XA,5
10-S73005A,5
9-1630,5
10-H15109,5
10-N6099,5
10-M8508,5
9-24230,5
10-S60412A,5
9-37530,5
10-S56522A,5
10-I69112,5
10-T85695A,5
10-I256,5
10-S2610XA,5
9-V013,5
10-H8101,5
10-I6052,5
10-A5424,5
10-E231,5
10-S86311A,5
9-9581,5
9-7361,5
10-C510,5
10-M153,5
10-M87875,5
9-70589,5
10-M21542,5
9-E8624,5
9-31081,5
10-O4442,5
10-H35711,5
10-E288,5
10-M02372,5
9-71845,5
10-J0300,5
10-B465,5
10-S7225XA,5
10-M25442,5
9-9001,5
9-20941,5
9-3918,5
9-3221,5
10-S5402XA,5
10-Y847,5
10-I69369,5
10-O151,5
10-K006,5
9-6189,5
10-M2351,5
10-M10272,5
10-S12041A,5
9-3062,5
10-N6452,5
9-01193,5
10-M62421,5
10-S92344A,5
9-8502,5
10-C496,5
9-0041,5
10-I25711,5
10-G0400,5
9-6192,5
10-I69993,5
9-83961,5
10-S13151A,5
10-A5143,5
10-H5203,5
10-T83191A,5
9-61802,5
9-4291,5
10-W052XXA,5
10-S53401A,5
10-R293,5
10-S92001D,5
10-S92121A,5
10-G5131,5
10-T460X6A,5
10-R1901,5
10-S62512B,5
10-E8350,5
10-W57XXXD,5
9-99771,5
10-M4325,5
10-D8681,5
10-S36498A,5
10-S41102A,5
9-69275,5
9-78966,5
9-E0089,5
10-S86011D,5
10-S65514A,5
10-S51002A,5
10-D119,5
10-S6701XA,5
10-O365922,5
10-O036,5
9-94420,5
10-E113319,5
10-S61252A,5
10-M4710,5
10-C573,5
10-J8401,5
10-M2580,5
10-T43505S,5
10-S4401XA,5
10-G4486,5
9-66091,5
10-S3023XA,5
10-T86290,5
9-67082,5
10-L0212,5
10-M11211,5
9-9747,5
10-D287,5
10-O6989X2,5
10-V00328A,5
10-M66261,5
10-D1432,5
10-S31613A,5
10-N7013,5
10-M25441,5
9-3670,5
10-Z7721,5
10-Z113,5
10-I83209,5
10-S52201D,5
10-Z0289,5
10-T423X1A,5
10-S39021A,5
9-2799,5
9-80135,5
9-4760,5
10-E7253,5
9-63571,5
9-1952,5
10-T8189XS,5
10-M488X6,5
10-O09893,5
10-I088,5
10-I69051,5
9-69519,5
9-5645,5
10-F13929,5
10-H1032,5
9-6198,5
10-S22052A,5
9-67404,5
9-81409,5
10-M7540,5
9-8679,5
10-T364X6A,5
10-T85510A,5
10-M84362A,5
10-S61512D,5
9-20311,5
10-Q323,5
10-S92514A,5
10-I82619,5
10-V988XXA,5
10-T387X1A,5
10-D46B,5
9-V1781,5
10-M2242,5
10-T403X2A,5
10-Z52011,5
9-37500,5
10-T80810A,5
10-K51411,5
10-H4420,5
10-G8251,5
10-G5732,5
9-71687,5
10-H02206,5
10-H0100A,5
10-T46995A,5
9-05449,5
9-25030,5
10-C388,5
10-Q541,5
10-H2710,5
9-83921,5
10-Q638,5
10-M7550,5
9-E8381,5
9-85231,5
10-T457X6A,5
10-M954,5
10-O3123X1,5
10-Z4682,5
9-47821,5
9-5262,5
9-51634,5
10-T542X2A,5
10-T8202XA,5
10-R402210,5
10-M13831,5
10-S30821A,5
10-S5291XA,5
9-37733,5
10-T8339XA,5
10-C969,5
10-S62327A,5
10-F1413,5
10-I235,5
10-H44003,5
10-N35812,5
9-V8709,5
9-83300,5
10-O318X31,5
10-D421,5
10-M25611,5
10-S43224A,5
9-29652,5
9-83902,5
9-20011,5
10-Y9379,5
10-T836XXA,5
10-Q6432,5
10-S86812A,5
10-I682,5
10-N96,5
9-E8740,5
10-W3400XD,5
10-S30813A,5
10-I83008,5
10-S72142K,5
10-S72321A,5
10-Z2802,5
10-M13869,5
10-S68127A,5
10-C8119,5
9-7888,5
10-C8200,5
10-E103292,5
10-S82302C,5
9-E8509,5
10-I69165,5
10-S37022A,5
10-J17,5
9-66951,5
10-S52032A,5
9-73312,5
10-N905,5
10-D1039,5
10-T180XXA,5
10-M9250,5
9-71986,5
10-C080,5
9-85405,5
9-E9473,5
9-V1200,5
10-I70312,5
10-M7630,5
9-65881,5
9-2540,5
9-33111,5
10-O895,5
10-O1423,5
10-T620X1A,5
10-E1351,5
9-05313,5
10-S82391B,5
10-S32059D,5
10-N915,5
10-O321XX3,5
10-Q809,5
9-1440,5
10-L02419,5
10-N943,5
10-O693XX0,5
10-H5988,5
10-M00212,5
10-I862,5
10-S32311A,5
10-I824Z9,5
10-M00231,5
10-Q51818,5
10-H02841,5
10-S68611A,5
9-72810,5
10-S82142S,5
10-S72392A,5
10-N4340,5
10-T84091A,5
9-4296,5
10-C632,5
9-7589,5
10-M86452,5
10-S52201B,5
10-S82222A,5
9-E9499,5
10-T415X6A,5
10-A1782,5
10-S76911A,5
10-Z639,5
10-C8210,5
10-M24532,5
10-Y07499,5
10-S2020XA,5
10-T8141XD,5
10-F10180,5
9-67403,5
9-1834,5
10-S61231A,5
10-W2107XA,5
10-I82439,5
10-S82292A,5
10-C44219,5
9-5847,5
10-Z8540,5
10-Z96691,5
10-G43A1,5
10-G96810,5
9-73600,5
10-S72009D,5
9-V233,5
10-E11351,5
10-B909,5
10-Q799,5
10-H30891,5
10-K9132,5
10-S14156A,5
10-S66327A,5
10-O99841,5
10-T391X4A,5
10-M8080XA,5
10-H01001,5
10-H16203,5
10-S81852A,5
10-M8940,5
9-8290,5
10-A260,5
10-E1041,5
10-L89116,5
10-M86462,5
10-I378,5
10-S73015A,5
9-0919,5
9-5942,5
10-H35069,5
9-8771,5
9-73641,5
10-S12110D,5
10-H02102,5
9-3434,5
10-K05319,5
9-36600,5
10-S358X8A,5
10-G5720,5
9-66614,5
9-V6104,5
10-Z9852,5
9-5931,5
10-O43192,5
10-S82491B,5
9-71995,5
9-53491,5
10-S82202D,5
10-S82402D,5
10-N539,5
10-B079,5
9-37289,5
10-L89524,5
10-S52691B,5
10-S72302B,5
10-S381XXA,5
10-S32051A,5
10-M3581,5
10-I6051,5
10-W07XXXD,5
10-G8322,5
10-T17498A,5
10-O878,5
10-S32022A,5
9-64762,5
10-S3790XA,5
10-S82871K,5
9-E9651,5
10-S72402B,5
10-T82128A,5
9-E8717,5
10-T490X6A,5
9-9540,5
10-H338,5
9-1763,5
9-E8183,5
9-85203,5
10-S92352D,5
9-86344,5
10-S9702XA,5
10-M4643,5
10-Y780,5
10-H9325,5
10-T401X1S,5
10-M06842,5
10-S85092A,5
10-H6021,5
9-24291,5
10-S82251B,5
10-F69,5
9-37929,5
10-Z4821,5
9-95913,5
10-I83892,5
10-D0581,5
9-9473,5
9-66604,5
9-94423,5
9-90081,5
10-W1840XA,5
10-I69159,5
10-H0289,5
10-Z89211,5
9-63490,5
10-N4341,5
10-O09511,5
9-00862,5
9-00861,5
10-J8481,5
9-99562,5
9-37732,5
10-Z9142,5
10-L7211,5
9-6941,5
9-53160,5
10-S62325A,5
10-C172,5
9-7355,5
9-53901,5
10-O9113,5
10-S32599A,5
9-71222,5
10-M79609,5
10-C8179,5
10-S129XXD,5
10-A327,5
10-X72XXXA,5
10-Z85520,5
10-T405X4A,5
10-A870,5
9-75659,5
10-Q524,5
10-T463X6A,5
9-V1050,5
10-C8292,5
10-Y0809XA,5
10-H748X1,5
10-S63014A,5
10-S42221A,5
10-S3131XA,5
10-C8418,5
10-H2511,5
9-01196,5
10-E10641,5
9-V187,5
9-74320,5
10-M24512,5
10-M25012,5
10-S60311A,5
10-O1490,5
10-E103291,5
9-36571,5
9-9075,5
10-M67813,5
9-66414,5
10-D551,5
10-S82101D,5
10-S42442A,5
10-S63015A,5
10-S63282A,5
9-76071,5
10-M21752,5
10-I69831,5
10-L89130,5
9-67452,5
9-E9228,4
10-L518,4
10-M174,4
10-F15221,4
10-Z114,4
10-M80012A,4
10-E13621,4
10-S68021A,4
10-Q8743,4
10-V599XXA,4
10-Y92813,4
9-20933,4
10-T420X1A,4
9-29604,4
10-I82419,4
9-72768,4
9-81510,4
10-T8469XD,4
10-T84018A,4
10-W132XXD,4
9-20910,4
10-S82261A,4
10-I888,4
10-D098,4
10-T300,4
10-S42462A,4
9-71966,4
10-J634,4
10-L121,4
10-M2662,4
9-85229,4
10-D7821,4
10-O403XX1,4
10-R939,4
9-37830,4
10-W051XXA,4
10-N3644,4
10-F440,4
9-9116,4
10-C4361,4
10-E530,4
10-S3282XD,4
9-2360,4
10-O1012,4
9-6979,4
9-9760,4
9-84842,4
9-81313,4
10-I83015,4
9-E8554,4
10-Z207,4
9-85309,4
9-E8269,4
10-J3481,4
10-Q130,4
10-M0000,4
10-M222X1,4
9-71611,4
9-E8383,4
10-C041,4
10-Z743,4
10-I7581,4
10-M65072,4
9-2119,4
10-Q393,4
9-75529,4
9-7563,4
10-T4272XA,4
10-A031,4
9-86381,4
10-H35049,4
10-M02371,4
10-T84040D,4
10-H61002,4
10-Z16342,4
10-C223,4
10-S66021A,4
10-S3710XA,4
10-N478,4
10-M4852XD,4
10-H50112,4
10-W01118A,4
10-D3A00,4
10-S27819A,4
10-N050,4
10-S92421B,4
9-1609,4
10-H10409,4
9-38832,4
10-T82318A,4
10-I70321,4
10-T453X5A,4
10-M0500,4
10-Y788,4
9-40210,4
9-24941,4
9-E8148,4
10-S31139A,4
10-M1180,4
10-B871,4
10-R82994,4
10-M435X2,4
10-S62201A,4
9-74361,4
10-Z655,4
10-V244XXA,4
10-S6391XA,4
9-52333,4
10-L042,4
10-O43813,4
10-O6640,4
10-V110XXA,4
10-S60011A,4
10-G43101,4
10-F985,4
10-L97825,4
10-I82539,4
10-T84043A,4
10-T458X6A,4
10-S60417A,4
9-V6443,4
10-F5113,4
9-1321,4
9-67801,4
10-Q2547,4
10-Y9321,4
10-V00211A,4
10-O2613,4
9-V5414,4
10-O8822,4
9-36263,4
10-M25151,4
9-V681,4
10-H33051,4
10-S96821A,4
9-3349,4
10-M24011,4
9-9894,4
10-D1739,4
10-W108XXS,4
9-80607,4
10-Z8262,4
10-H16129,4
9-6174,4
9-E9102,4
10-S72112K,4
10-M25352,4
10-O318X21,4
10-S82854A,4
10-S37828A,4
9-V195,4
9-E9333,4
10-M06872,4
9-V7389,4
10-S02119D,4
10-S76212A,4
9-9518,4
10-O2233,4
9-V9033,4
10-W1642XA,4
9-0862,4
9-9896,4
9-9586,4
10-H00012,4
9-7232,4
9-90001,4
10-R835,4
9-36411,4
10-A6002,4
10-S061X8A,4
9-2922,4
10-E113511,4
9-92301,4
9-71996,4
10-Q238,4
10-I445,4
9-80624,4
10-L513,4
10-C260,4
10-S42018A,4
10-D215,4
9-59382,4
10-Q548,4
10-B2789,4
9-2718,4
10-S31105A,4
10-H1820,4
9-71909,4
10-Y92251,4
10-T402X5S,4
10-S14122A,4
10-O709,4
9-36130,4
10-Z86012,4
10-E701,4
10-Y632,4
10-S52551B,4
10-S0990XS,4
10-J060,4
10-Q2548,4
10-I63011,4
9-40410,4
10-B0081,4
9-2652,4
10-S9302XA,4
10-O402XX0,4
9-1762,4
10-I87092,4
10-M23204,4
10-M47022,4
10-H16072,4
9-6804,4
10-C9142,4
10-O365921,4
10-T82511A,4
10-M4300,4
9-V672,4
10-S63283A,4
10-E8029,4
10-Z96669,4
9-64613,4
10-S0240ED,4
10-M3393,4
10-M84434A,4
10-I349,4
10-E113413,4
9-81405,4
10-O7023,4
10-S62616B,4
10-S52301B,4
10-T85631A,4
10-S36593A,4
9-932,4
10-T86848,4
10-M84472D,4
9-66914,4
10-M25711,4
9-9102,4
9-33709,4
10-Z7382,4
9-2723,4
10-S52002A,4
10-C473,4
10-H00014,4
9-13100,4
10-Y742,4
10-S22089S,4
10-I69834,4
10-I97641,4
10-G5642,4
10-J300,4
10-E060,4
10-Z949,4
9-34683,4
10-S33131A,4
10-T481X1A,4
10-S31143A,4
10-M87271,4
10-S92111B,4
10-Q2579,4
10-H2589,4
10-S32050A,4
10-M84672A,4
10-S32052A,4
9-2166,4
10-S62612B,4
10-T86838,4
10-S65512A,4
10-E0840,4
9-17340,4
10-S06300D,4
9-86419,4
10-G5762,4
10-S42254A,4
9-E9854,4
10-K437,4
10-T84061A,4
10-Q6410,4
10-M1992,4
10-T80919A,4
10-H81319,4
9-36801,4
9-29523,4
10-M25161,4
10-M4856XG,4
10-M65172,4
9-500,4
9-71953,4
10-S24112A,4
10-S7221XD,4
9-87323,4
9-74560,4
9-74561,4
10-F16229,4
10-S62626A,4
10-M455,4
10-D1330,4
10-H53132,4
9-V655,4
10-S064X6A,4
10-S61313A,4
10-C9440,4
10-S062X6A,4
10-L89300,4
10-H6980,4
10-O694XX1,4
9-37210,4
10-H9121,4
10-I70612,4
10-T82312A,4
10-D89833,4
10-C8312,4
10-T373X6A,4
10-D210,4
10-I82463,4
10-H11003,4
10-N35014,4
10-S4421XA,4
9-8055,4
9-80660,4
10-L97316,4
10-S1191XD,4
10-Z191,4
9-8401,4
10-N643,4
10-C9212,4
9-71685,4
9-71985,4
9-52681,4
10-V888XXA,4
10-M60011,4
10-O071,4
9-6220,4
9-65271,4
10-N403,4
9-E9230,4
10-D249,4
10-D294,4
10-V204XXA,4
9-83503,4
10-M10041,4
9-0038,4
9-E8140,4
10-H526,4
10-Z2882,4
10-S62316A,4
9-87330,4
10-O074,4
9-72742,4
10-Y93G3,4
9-7452,4
9-9522,4
10-E8331,4
10-S301XXD,4
10-H401230,4
10-S32042A,4
10-H16229,4
9-78440,4
10-B479,4
9-36253,4
10-O9A13,4
10-S60229A,4
10-I2783,4
10-B04,4
9-75430,4
10-L02224,4
10-E098,4
10-I8003,4
10-M4724,4
10-T466X1A,4
9-E8742,4
10-T675XXA,4
9-V2502,4
10-I6623,4
9-71959,4
9-43831,4
10-C3480,4
9-27781,4
9-07033,4
9-75431,4
9-75315,4
10-H35341,4
10-R150,4
10-O008,4
10-C8381,4
10-C8389,4
10-L97809,4
9-78969,4
9-72991,4
9-64874,4
10-S3639XA,4
10-O9A313,4
9-84519,4
9-79901,4
10-G44329,4
9-64292,4
10-H906,4
10-K069,4
9-75461,4
10-T493X5A,4
10-S46011S,4
10-C608,4
10-E71120,4
10-H5051,4
10-S92912D,4
10-H35712,4
10-C753,4
10-M96671,4
10-C8514,4
10-X150XXA,4
9-8742,4
9-9309,4
9-7992,4
10-M84651A,4
10-H6592,4
9-75239,4
10-S72411A,4
10-F606,4
10-S72402D,4
10-O4691,4
10-A5486,4
9-E0139,4
9-2334,4
10-H16213,4
10-Z4823,4
9-4171,4
9-83651,4
10-S7010XA,4
10-L02425,4
10-S15192A,4
9-E8698,4
9-31500,4
9-05473,4
10-S82301B,4
10-V0310XD,4
10-S72462A,4
10-M12512,4
10-M40203,4
10-Z8631,4
10-S62621A,4
10-Q788,4
9-7333,4
9-2303,4
10-M6589,4
10-S92341B,4
10-Y9341,4
9-40403,4
10-E09621,4
10-S22000A,4
10-S50872A,4
10-M3391,4
10-M13849,4
9-71227,4
10-S32129A,4
10-S52122B,4
10-T8522XA,4
10-S14109D,4
9-6203,4
10-Z9009,4
10-D483,4
10-M25473,4
10-M94261,4
10-C8111,4
10-E201,4
10-M50020,4
10-G40813,4
9-35571,4
10-I63533,4
10-T628X1A,4
10-M4648,4
10-M86472,4
10-M7070,4
10-L128,4
10-M00041,4
10-Z752,4
10-O208,4
9-67451,4
10-M50320,4
10-H93232,4
10-G1222,4
10-Z20820,4
10-E113492,4
9-25513,4
10-C8248,4
10-M84375A,4
10-C601,4
9-73609,4
9-E9269,4
10-H5021,4
9-65631,4
10-S32601A,4
10-G718,4
9-96973,4
10-M5115,4
10-S42402D,4
10-S06330A,4
10-S43034A,4
10-S020XXD,4
10-O3123X0,4
10-B180,4
10-L89600,4
10-Q264,4
10-M87821,4
10-T490X2A,4
10-S06321A,4
10-S68626A,4
10-M816,4
10-H35379,4
9-72765,4
10-S21101A,4
10-G5613,4
9-29642,4
10-S68521A,4
10-C8478,4
10-M84464A,4
10-S86012A,4
9-72270,4
9-71926,4
10-D72118,4
10-T17520A,4
10-S32421S,4
10-M7712,4
10-Q681,4
10-C50612,4
9-75732,4
10-Y0889XS,4
9-2691,4
9-78964,4
10-H401120,4
10-T8051XA,4
9-90221,4
9-38913,4
10-L89113,4
10-T826XXD,4
10-M84454S,4
9-84510,4
9-E9200,4
10-S42242A,4
9-29182,4
10-E7403,4
10-M0009,4
10-S62631A,4
10-S9782XA,4
9-E0150,4
10-D3616,4
10-S14155S,4
10-C8317,4
9-65444,4
10-M25774,4
10-S3210XB,4
10-Z555,4
10-M00211,4
10-H53411,4
10-S02622B,4
10-V0390XD,4
10-M7671,4
9-01194,4
10-L97523,4
10-E89822,4
10-S01419A,4
10-E113391,4
9-20072,4
10-L89112,4
9-20916,4
9-85224,4
10-T508X5D,4
10-S60521A,4
9-7581,4
10-T375X5D,4
10-M65132,4
10-S33141A,4
10-M2391,4
10-S3662XA,4
10-S90852A,4
10-D269,4
10-M11269,4
9-66383,4
10-H16122,4
10-A1884,4
10-M931,4
10-T85840A,4
10-H6002,4
9-9042,4
10-H05231,4
10-S7401XA,4
10-A184,4
10-M47813,4
10-I69293,4
10-M4135,4
10-O9843,4
10-O161,4
10-V891XXA,4
9-38635,4
9-1208,4
10-H60391,4
10-G968,4
9-99952,4
10-W5501XD,4
10-H4010X2,4
10-S51819A,4
10-L97812,4
9-E0071,4
9-80010,4
10-S8251XD,4
9-17360,4
9-E8218,4
10-T85612A,4
10-M25872,4
10-M60009,4
10-Z22338,4
10-C148,4
10-S92122A,4
9-9043,4
10-S82401B,4
10-H401113,4
9-53251,4
9-85246,4
10-M84474A,4
9-129,4
9-V1363,4
10-X789XXD,4
9-9066,4
9-E8139,4
10-C009,4
10-I63321,4
9-67124,4
10-C44320,4
10-E103399,4
9-74331,4
10-Q9388,4
9-2570,4
10-T441X6A,4
9-E0079,4
10-S41002A,4
10-L89114,4
9-87402,4
10-D2261,4
9-7352,4
9-64723,4
10-N262,4
10-I825Z9,4
10-O4433,4
10-C8444,4
10-I82591,4
10-E789,4
10-O3473,4
10-T24012A,4
9-67321,4
10-V4352XD,4
10-O368190,4
10-O2693,4
10-S72422B,4
9-62402,4
10-D071,4
10-H52203,4
10-R772,4
