icd_block,proc_block,n_hadm,proc_desc
J06,302,1,"Administration, Circulatory, Transfusion"
J06,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J06,3E1,1,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
J06,B41,1,"Imaging, Lower Arteries, Fluoroscopy"
J10,0BH,2,"Respiratory System, Insertion"
J10,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J10,02H,1,"Heart and Great Vessels, Insertion"
J10,07D,1,"Lymphatic and Hemic Systems, Extraction"
J10,0B9,1,"Respiratory System, Drainage"
J10,0TB,1,"Urinary System, Excision"
J10,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J11,0B2,2,"Respiratory System, Change"
J11,02H,1,"Heart and Great Vessels, Insertion"
J11,06H,1,"Lower Veins, Insertion"
J11,0B9,1,"Respiratory System, Drainage"
J11,0WC,1,"Anatomical Regions, General, Extirpation"
J11,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J12,02H,1,"Heart and Great Vessels, Insertion"
J12,07D,1,"Lymphatic and Hemic Systems, Extraction"
J12,0B9,1,"Respiratory System, Drainage"
J12,0BH,1,"Respiratory System, Insertion"
J12,0TB,1,"Urinary System, Excision"
J12,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J12,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J13,02H,1,"Heart and Great Vessels, Insertion"
J13,0BH,1,"Respiratory System, Insertion"
J13,3E1,1,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
J13,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J14,02H,1,"Heart and Great Vessels, Insertion"
J14,0BH,1,"Respiratory System, Insertion"
J14,0W9,1,"Anatomical Regions, General, Drainage"
J14,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J14,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J15,3E0,25,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J15,5A1,24,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J15,02H,18,"Heart and Great Vessels, Insertion"
J15,0B9,15,"Respiratory System, Drainage"
J15,0W9,10,"Anatomical Regions, General, Drainage"
J15,0BH,8,"Respiratory System, Insertion"
J15,0DH,6,"Gastrointestinal System, Insertion"
J15,0BC,4,"Respiratory System, Extirpation"
J15,0DJ,4,"Gastrointestinal System, Inspection"
J15,009,3,"Central Nervous System and Cranial Nerves, Drainage"
J16,02H,1,"Heart and Great Vessels, Insertion"
J16,05P,1,"Upper Veins, Removal"
J18,02H,47,"Heart and Great Vessels, Insertion"
J18,5A1,45,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J18,3E0,42,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J18,0BH,26,"Respiratory System, Insertion"
J18,0W9,20,"Anatomical Regions, General, Drainage"
J18,0B9,15,"Respiratory System, Drainage"
J18,0DJ,9,"Gastrointestinal System, Inspection"
J18,0JH,7,"Subcutaneous Tissue and Fascia, Insertion"
J18,B21,7,"Imaging, Heart, Fluoroscopy"
J18,02R,6,"Heart and Great Vessels, Replacement"
J20,02H,1,"Heart and Great Vessels, Insertion"
J20,05P,1,"Upper Veins, Removal"
J20,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J30,5A1,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J30,02H,3,"Heart and Great Vessels, Insertion"
J30,B21,3,"Imaging, Heart, Fluoroscopy"
J30,0W9,2,"Anatomical Regions, General, Drainage"
J30,4A0,2,"Measurement and Monitoring, Physiological Systems, Measurement"
J30,5A2,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
J30,021,1,"Heart and Great Vessels, Bypass"
J30,02R,1,"Heart and Great Vessels, Replacement"
J30,06B,1,"Lower Veins, Excision"
J30,0B7,1,"Respiratory System, Dilation"
J31,00N,1,"Central Nervous System and Cranial Nerves, Release"
J31,01N,1,"Peripheral Nervous System, Release"
J31,027,1,"Heart and Great Vessels, Dilation"
J31,07B,1,"Lymphatic and Hemic Systems, Excision"
J31,0B7,1,"Respiratory System, Dilation"
J31,0BB,1,"Respiratory System, Excision"
J31,0SB,1,"Lower Joints, Excision"
J31,0SG,1,"Lower Joints, Fusion"
J31,4A0,1,"Measurement and Monitoring, Physiological Systems, Measurement"
J31,B21,1,"Imaging, Heart, Fluoroscopy"
J32,0B9,3,"Respiratory System, Drainage"
J32,00B,1,"Central Nervous System and Cranial Nerves, Excision"
J32,021,1,"Heart and Great Vessels, Bypass"
J32,02H,1,"Heart and Great Vessels, Insertion"
J32,06B,1,"Lower Veins, Excision"
J32,07D,1,"Lymphatic and Hemic Systems, Extraction"
J32,089,1,"Eye, Drainage"
J32,099,1,"Ear, Nose, Sinus, Drainage"
J32,0BB,1,"Respiratory System, Excision"
J32,0DB,1,"Gastrointestinal System, Excision"
J33,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J33,02H,1,"Heart and Great Vessels, Insertion"
J33,07D,1,"Lymphatic and Hemic Systems, Extraction"
J33,0BJ,1,"Respiratory System, Inspection"
J33,0D7,1,"Gastrointestinal System, Dilation"
J33,0DP,1,"Gastrointestinal System, Removal"
J34,02H,1,"Heart and Great Vessels, Insertion"
J34,07D,1,"Lymphatic and Hemic Systems, Extraction"
J34,09Q,1,"Ear, Nose, Sinus, Repair"
J34,09S,1,"Ear, Nose, Sinus, Reposition"
J34,0B9,1,"Respiratory System, Drainage"
J34,0BH,1,"Respiratory System, Insertion"
J34,0CJ,1,"Mouth and Throat, Inspection"
J34,0GB,1,"Endocrine System, Excision"
J34,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
J34,0RB,1,"Upper Joints, Excision"
J35,009,1,"Central Nervous System and Cranial Nerves, Drainage"
J36,009,1,"Central Nervous System and Cranial Nerves, Drainage"
J36,07D,1,"Lymphatic and Hemic Systems, Extraction"
J36,0C9,1,"Mouth and Throat, Drainage"
J36,0CJ,1,"Mouth and Throat, Inspection"
J36,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J38,5A1,6,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J38,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J38,0BJ,3,"Respiratory System, Inspection"
J38,0DH,3,"Gastrointestinal System, Insertion"
J38,021,2,"Heart and Great Vessels, Bypass"
J38,02H,2,"Heart and Great Vessels, Insertion"
J38,0B1,2,"Respiratory System, Bypass"
J38,0B9,2,"Respiratory System, Drainage"
J38,0BC,2,"Respiratory System, Extirpation"
J38,0BH,2,"Respiratory System, Insertion"
J39,0BJ,7,"Respiratory System, Inspection"
J39,3E0,6,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J39,0B9,4,"Respiratory System, Drainage"
J39,5A1,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J39,02H,3,"Heart and Great Vessels, Insertion"
J39,0B2,3,"Respiratory System, Change"
J39,0B7,3,"Respiratory System, Dilation"
J39,0BU,3,"Respiratory System, Supplement"
J39,00H,2,"Central Nervous System and Cranial Nerves, Insertion"
J39,0DJ,2,"Gastrointestinal System, Inspection"
J40,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J40,009,1,"Central Nervous System and Cranial Nerves, Drainage"
J40,07B,1,"Lymphatic and Hemic Systems, Excision"
J40,07T,1,"Lymphatic and Hemic Systems, Resection"
J40,0FB,1,"Hepatobiliary System and Pancreas, Excision"
J40,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J40,8E0,1,"Other Procedures, Physiological Systems and Anatomical Regions, Other Procedures"
J41,02H,1,"Heart and Great Vessels, Insertion"
J41,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
J42,0B9,1,"Respiratory System, Drainage"
J42,0QB,1,"Lower Bones, Excision"
J42,DPY,1,"Radiation Therapy, Musculoskeletal System, Other Radiation"
J43,02H,9,"Heart and Great Vessels, Insertion"
J43,5A1,6,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J43,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J43,0BB,3,"Respiratory System, Excision"
J43,4A0,3,"Measurement and Monitoring, Physiological Systems, Measurement"
J43,021,2,"Heart and Great Vessels, Bypass"
J43,027,2,"Heart and Great Vessels, Dilation"
J43,0B9,2,"Respiratory System, Drainage"
J43,0BH,2,"Respiratory System, Insertion"
J43,0JH,2,"Subcutaneous Tissue and Fascia, Insertion"
J44,02H,66,"Heart and Great Vessels, Insertion"
J44,3E0,59,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J44,5A1,58,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J44,0BH,28,"Respiratory System, Insertion"
J44,0B9,18,"Respiratory System, Drainage"
J44,0W9,17,"Anatomical Regions, General, Drainage"
J44,0DJ,15,"Gastrointestinal System, Inspection"
J44,0DB,14,"Gastrointestinal System, Excision"
J44,B21,10,"Imaging, Heart, Fluoroscopy"
J44,4A0,9,"Measurement and Monitoring, Physiological Systems, Measurement"
J45,3E0,36,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J45,02H,34,"Heart and Great Vessels, Insertion"
J45,5A1,27,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J45,0DB,15,"Gastrointestinal System, Excision"
J45,B21,13,"Imaging, Heart, Fluoroscopy"
J45,0FT,11,"Hepatobiliary System and Pancreas, Resection"
J45,0SR,11,"Lower Joints, Replacement"
J45,0DJ,10,"Gastrointestinal System, Inspection"
J45,0W9,10,"Anatomical Regions, General, Drainage"
J45,0BH,9,"Respiratory System, Insertion"
J47,5A1,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J47,0BH,4,"Respiratory System, Insertion"
J47,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J47,009,2,"Central Nervous System and Cranial Nerves, Drainage"
J47,02H,2,"Heart and Great Vessels, Insertion"
J47,302,2,"Administration, Circulatory, Transfusion"
J47,02P,1,"Heart and Great Vessels, Removal"
J47,04C,1,"Lower Arteries, Extirpation"
J47,0B9,1,"Respiratory System, Drainage"
J47,0BB,1,"Respiratory System, Excision"
J61,027,2,"Heart and Great Vessels, Dilation"
J61,B21,2,"Imaging, Heart, Fluoroscopy"
J61,02C,1,"Heart and Great Vessels, Extirpation"
J61,02H,1,"Heart and Great Vessels, Insertion"
J61,0BH,1,"Respiratory System, Insertion"
J61,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
J61,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J61,4A0,1,"Measurement and Monitoring, Physiological Systems, Measurement"
J61,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J69,3E0,41,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J69,5A1,39,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J69,02H,33,"Heart and Great Vessels, Insertion"
J69,0BH,24,"Respiratory System, Insertion"
J69,0DH,12,"Gastrointestinal System, Insertion"
J69,0W9,12,"Anatomical Regions, General, Drainage"
J69,0B9,9,"Respiratory System, Drainage"
J69,0BJ,8,"Respiratory System, Inspection"
J69,0DB,7,"Gastrointestinal System, Excision"
J69,0DJ,7,"Gastrointestinal System, Inspection"
J70,02H,2,"Heart and Great Vessels, Insertion"
J70,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J70,00H,1,"Central Nervous System and Cranial Nerves, Insertion"
J70,07B,1,"Lymphatic and Hemic Systems, Excision"
J70,0BT,1,"Respiratory System, Resection"
J70,0BU,1,"Respiratory System, Supplement"
J70,0KB,1,"Muscles, Excision"
J70,0SR,1,"Lower Joints, Replacement"
J70,3E1,1,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
J80,5A1,9,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J80,3E0,7,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J80,02H,6,"Heart and Great Vessels, Insertion"
J80,0BH,3,"Respiratory System, Insertion"
J80,0B1,2,"Respiratory System, Bypass"
J80,0B9,2,"Respiratory System, Drainage"
J80,0BC,2,"Respiratory System, Extirpation"
J80,0BJ,2,"Respiratory System, Inspection"
J80,0DH,2,"Gastrointestinal System, Insertion"
J80,0DJ,2,"Gastrointestinal System, Inspection"
J81,5A1,25,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J81,02H,21,"Heart and Great Vessels, Insertion"
J81,3E0,15,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J81,0BH,11,"Respiratory System, Insertion"
J81,0B9,5,"Respiratory System, Drainage"
J81,021,4,"Heart and Great Vessels, Bypass"
J81,05H,4,"Upper Veins, Insertion"
J81,0W9,4,"Anatomical Regions, General, Drainage"
J81,06B,3,"Lower Veins, Excision"
J81,07D,3,"Lymphatic and Hemic Systems, Extraction"
J82,02H,1,"Heart and Great Vessels, Insertion"
J82,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J82,5A2,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
J84,5A1,9,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J84,02H,8,"Heart and Great Vessels, Insertion"
J84,3E0,8,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J84,0B9,5,"Respiratory System, Drainage"
J84,0DJ,4,"Gastrointestinal System, Inspection"
J84,0B2,2,"Respiratory System, Change"
J84,0B7,2,"Respiratory System, Dilation"
J84,0BH,2,"Respiratory System, Insertion"
J84,4A0,2,"Measurement and Monitoring, Physiological Systems, Measurement"
J84,5A2,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
J85,0BB,2,"Respiratory System, Excision"
J85,0B7,1,"Respiratory System, Dilation"
J86,07B,2,"Lymphatic and Hemic Systems, Excision"
J86,0D7,2,"Gastrointestinal System, Dilation"
J86,0DB,2,"Gastrointestinal System, Excision"
J86,0DH,2,"Gastrointestinal System, Insertion"
J86,0DJ,2,"Gastrointestinal System, Inspection"
J86,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J86,00H,1,"Central Nervous System and Cranial Nerves, Insertion"
J86,02H,1,"Heart and Great Vessels, Insertion"
J86,0B7,1,"Respiratory System, Dilation"
J86,0B9,1,"Respiratory System, Drainage"
J90,0W9,46,"Anatomical Regions, General, Drainage"
J90,5A1,28,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J90,02H,26,"Heart and Great Vessels, Insertion"
J90,3E0,23,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J90,0B9,8,"Respiratory System, Drainage"
J90,021,7,"Heart and Great Vessels, Bypass"
J90,0BH,7,"Respiratory System, Insertion"
J90,02R,6,"Heart and Great Vessels, Replacement"
J90,06B,6,"Lower Veins, Excision"
J90,0DB,6,"Gastrointestinal System, Excision"
J91,0W9,25,"Anatomical Regions, General, Drainage"
J91,3E0,16,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J91,02H,14,"Heart and Great Vessels, Insertion"
J91,5A1,10,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J91,0BH,4,"Respiratory System, Insertion"
J91,0DB,4,"Gastrointestinal System, Excision"
J91,07D,3,"Lymphatic and Hemic Systems, Extraction"
J91,0B9,3,"Respiratory System, Drainage"
J91,009,2,"Central Nervous System and Cranial Nerves, Drainage"
J91,02R,2,"Heart and Great Vessels, Replacement"
J92,021,1,"Heart and Great Vessels, Bypass"
J92,06B,1,"Lower Veins, Excision"
J92,0DB,1,"Gastrointestinal System, Excision"
J92,0W9,1,"Anatomical Regions, General, Drainage"
J92,5A0,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Assistance"
J92,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J93,0W9,8,"Anatomical Regions, General, Drainage"
J93,3E0,6,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J93,02H,4,"Heart and Great Vessels, Insertion"
J93,5A1,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J93,0B9,3,"Respiratory System, Drainage"
J93,0BB,2,"Respiratory System, Excision"
J93,0BC,2,"Respiratory System, Extirpation"
J93,0BH,2,"Respiratory System, Insertion"
J93,0BJ,2,"Respiratory System, Inspection"
J93,009,1,"Central Nervous System and Cranial Nerves, Drainage"
J94,0W9,12,"Anatomical Regions, General, Drainage"
J94,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J94,02H,3,"Heart and Great Vessels, Insertion"
J94,0DJ,3,"Gastrointestinal System, Inspection"
J94,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J94,0B9,2,"Respiratory System, Drainage"
J94,0BN,2,"Respiratory System, Release"
J94,0F7,2,"Hepatobiliary System and Pancreas, Dilation"
J94,02P,1,"Heart and Great Vessels, Removal"
J94,07D,1,"Lymphatic and Hemic Systems, Extraction"
J95,5A1,35,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J95,3E0,33,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J95,02H,26,"Heart and Great Vessels, Insertion"
J95,0W9,16,"Anatomical Regions, General, Drainage"
J95,0B9,14,"Respiratory System, Drainage"
J95,0BH,14,"Respiratory System, Insertion"
J95,0BJ,7,"Respiratory System, Inspection"
J95,0DH,7,"Gastrointestinal System, Insertion"
J95,021,6,"Heart and Great Vessels, Bypass"
J95,0B1,6,"Respiratory System, Bypass"
J96,5A1,163,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J96,3E0,125,"Administration, Physiological Systems and Anatomical Regions, Introduction"
J96,02H,115,"Heart and Great Vessels, Insertion"
J96,0BH,91,"Respiratory System, Insertion"
J96,0W9,43,"Anatomical Regions, General, Drainage"
J96,0B9,32,"Respiratory System, Drainage"
J96,0DJ,18,"Gastrointestinal System, Inspection"
J96,05H,15,"Upper Veins, Insertion"
J96,B21,14,"Imaging, Heart, Fluoroscopy"
