block,icd_code,n_hadm,long_title
0W3,0W3P8ZZ,16,"Control Bleeding in Gastrointestinal Tract, Via Natural or Artificial Opening Endoscopic"
0W3,0W3C0ZZ,3,"Control Bleeding in Mediastinum, Open Approach"
0W3,0W3R0ZZ,3,"Control Bleeding in Genitourinary Tract, Open Approach"
0W3,0W3N0ZZ,2,"Control Bleeding in Female Perineum, Open Approach"
0W3,0W3P4ZZ,2,"Control Bleeding in Gastrointestinal Tract, Percutaneous Endoscopic Approach"
0W3,0W3Q8ZZ,2,"Control Bleeding in Respiratory Tract, Via Natural or Artificial Opening Endoscopic"
0W3,0W3R7ZZ,2,"Control Bleeding in Genitourinary Tract, Via Natural or Artificial Opening"
0W3,0W310ZZ,1,"Control Bleeding in Cranial Cavity, Open Approach"
0W3,0W3B0ZZ,1,"Control Bleeding in Left Pleural Cavity, Open Approach"
0W3,0W3C4ZZ,1,"Control Bleeding in Mediastinum, Percutaneous Endoscopic Approach"
0W3,0W3D0ZZ,1,"Control Bleeding in Pericardial Cavity, Open Approach"
0W3,0W3G0ZZ,1,"Control Bleeding in Peritoneal Cavity, Open Approach"
0W3,0W3H0ZZ,1,"Control Bleeding in Retroperitoneum, Open Approach"
0W3,0W3J0ZZ,1,"Control Bleeding in Pelvic Cavity, Open Approach"
0W3,0W3P0ZZ,1,"Control Bleeding in Gastrointestinal Tract, Open Approach"
0W3,0W3P7ZZ,1,"Control Bleeding in Gastrointestinal Tract, Via Natural or Artificial Opening"
0W8,0W8NXZZ,1,"Division of Female Perineum, External Approach"
0W9,0W9G3ZZ,83,"Drainage of Peritoneal Cavity, Percutaneous Approach"
0W9,0W9930Z,65,"Drainage of Right Pleural Cavity with Drainage Device, Percutaneous Approach"
0W9,0W9G3ZX,59,"Drainage of Peritoneal Cavity, Percutaneous Approach, Diagnostic"
0W9,0W9B30Z,54,"Drainage of Left Pleural Cavity with Drainage Device, Percutaneous Approach"
0W9,0W9G30Z,30,"Drainage of Peritoneal Cavity with Drainage Device, Percutaneous Approach"
0W9,0W9B3ZZ,17,"Drainage of Left Pleural Cavity, Percutaneous Approach"
0W9,0W9J30Z,14,"Drainage of Pelvic Cavity with Drainage Device, Percutaneous Approach"
0W9,0W9B3ZX,13,"Drainage of Left Pleural Cavity, Percutaneous Approach, Diagnostic"
0W9,0W9D30Z,13,"Drainage of Pericardial Cavity with Drainage Device, Percutaneous Approach"
0W9,0W993ZZ,10,"Drainage of Right Pleural Cavity, Percutaneous Approach"
0W9,0W9G0ZZ,9,"Drainage of Peritoneal Cavity, Open Approach"
0W9,0W993ZX,5,"Drainage of Right Pleural Cavity, Percutaneous Approach, Diagnostic"
0W9,0W9F30Z,4,"Drainage of Abdominal Wall with Drainage Device, Percutaneous Approach"
0W9,0W9H30Z,4,"Drainage of Retroperitoneum with Drainage Device, Percutaneous Approach"
0W9,0W9J3ZX,4,"Drainage of Pelvic Cavity, Percutaneous Approach, Diagnostic"
0W9,0W9B40Z,3,"Drainage of Left Pleural Cavity with Drainage Device, Percutaneous Endoscopic Approach"
0W9,0W9F3ZZ,3,"Drainage of Abdominal Wall, Percutaneous Approach"
0W9,0W9G00Z,3,"Drainage of Peritoneal Cavity with Drainage Device, Open Approach"
0W9,0W9H0ZZ,3,"Drainage of Retroperitoneum, Open Approach"
0W9,0W950ZZ,2,"Drainage of Lower Jaw, Open Approach"
0W9,0W9D3ZZ,2,"Drainage of Pericardial Cavity, Percutaneous Approach"
0W9,0W9F0ZZ,2,"Drainage of Abdominal Wall, Open Approach"
0W9,0W9G0ZX,2,"Drainage of Peritoneal Cavity, Open Approach, Diagnostic"
0W9,0W9J00Z,2,"Drainage of Pelvic Cavity with Drainage Device, Open Approach"
0W9,0W9J3ZZ,2,"Drainage of Pelvic Cavity, Percutaneous Approach"
0W9,0W9M30Z,2,"Drainage of Male Perineum with Drainage Device, Percutaneous Approach"
0W9,0W9630Z,1,"Drainage of Neck with Drainage Device, Percutaneous Approach"
0W9,0W963ZX,1,"Drainage of Neck, Percutaneous Approach, Diagnostic"
0W9,0W963ZZ,1,"Drainage of Neck, Percutaneous Approach"
0W9,0W983ZZ,1,"Drainage of Chest Wall, Percutaneous Approach"
0W9,0W9900Z,1,"Drainage of Right Pleural Cavity with Drainage Device, Open Approach"
0W9,0W9940Z,1,"Drainage of Right Pleural Cavity with Drainage Device, Percutaneous Endoscopic Approach"
0W9,0W9C00Z,1,"Drainage of Mediastinum with Drainage Device, Open Approach"
0W9,0W9C4ZZ,1,"Drainage of Mediastinum, Percutaneous Endoscopic Approach"
0W9,0W9D00Z,1,"Drainage of Pericardial Cavity with Drainage Device, Open Approach"
0W9,0W9D0ZZ,1,"Drainage of Pericardial Cavity, Open Approach"
0W9,0W9D40Z,1,"Drainage of Pericardial Cavity with Drainage Device, Percutaneous Endoscopic Approach"
0W9,0W9D4ZZ,1,"Drainage of Pericardial Cavity, Percutaneous Endoscopic Approach"
0W9,0W9F3ZX,1,"Drainage of Abdominal Wall, Percutaneous Approach, Diagnostic"
0W9,0W9H3ZX,1,"Drainage of Retroperitoneum, Percutaneous Approach, Diagnostic"
0W9,0W9H3ZZ,1,"Drainage of Retroperitoneum, Percutaneous Approach"
0W9,0W9J0ZZ,1,"Drainage of Pelvic Cavity, Open Approach"
0W9,0W9L30Z,1,"Drainage of Lower Back with Drainage Device, Percutaneous Approach"
0W9,0W9N0ZZ,1,"Drainage of Female Perineum, Open Approach"
0W9,0W9N4ZZ,1,"Drainage of Female Perineum, Percutaneous Endoscopic Approach"
0WB,0WBH0ZZ,3,"Excision of Retroperitoneum, Open Approach"
0WB,0WBH3ZX,3,"Excision of Retroperitoneum, Percutaneous Approach, Diagnostic"
0WB,0WBC3ZX,2,"Excision of Mediastinum, Percutaneous Approach, Diagnostic"
0WB,0WBC4ZX,2,"Excision of Mediastinum, Percutaneous Endoscopic Approach, Diagnostic"
0WB,0WBF0ZZ,2,"Excision of Abdominal Wall, Open Approach"
0WB,0WB60ZX,1,"Excision of Neck, Open Approach, Diagnostic"
0WB,0WB63ZX,1,"Excision of Neck, Percutaneous Approach, Diagnostic"
0WB,0WB83ZX,1,"Excision of Chest Wall, Percutaneous Approach, Diagnostic"
0WB,0WBC0ZX,1,"Excision of Mediastinum, Open Approach, Diagnostic"
0WB,0WBH0ZX,1,"Excision of Retroperitoneum, Open Approach, Diagnostic"
0WC,0WCG0ZZ,3,"Extirpation of Matter from Peritoneal Cavity, Open Approach"
0WC,0WC10ZZ,1,"Extirpation of Matter from Cranial Cavity, Open Approach"
0WC,0WC94ZZ,1,"Extirpation of Matter from Right Pleural Cavity, Percutaneous Endoscopic Approach"
0WC,0WCB4ZZ,1,"Extirpation of Matter from Left Pleural Cavity, Percutaneous Endoscopic Approach"
0WC,0WCG3ZZ,1,"Extirpation of Matter from Peritoneal Cavity, Percutaneous Approach"
0WC,0WCH0ZZ,1,"Extirpation of Matter from Retroperitoneum, Open Approach"
0WC,0WCJ4ZZ,1,"Extirpation of Matter from Pelvic Cavity, Percutaneous Endoscopic Approach"
0WC,0WCQ8ZZ,1,"Extirpation of Matter from Respiratory Tract, Via Natural or Artificial Opening Endoscopic"
0WH,0WH943Z,1,"Insertion of Infusion Device into Right Pleural Cavity, Percutaneous Endoscopic Approach"
0WH,0WHN33Z,1,"Insertion of Infusion Device into Female Perineum, Percutaneous Approach"
0WH,0WHR7YZ,1,"Insertion of Other Device into Genitourinary Tract, Via Natural or Artificial Opening"
0WJ,0WJG4ZZ,20,"Inspection of Peritoneal Cavity, Percutaneous Endoscopic Approach"
0WJ,0WJJ4ZZ,5,"Inspection of Pelvic Cavity, Percutaneous Endoscopic Approach"
0WJ,0WJG0ZZ,3,"Inspection of Peritoneal Cavity, Open Approach"
0WJ,0WJH0ZZ,3,"Inspection of Retroperitoneum, Open Approach"
0WJ,0WJG3ZZ,2,"Inspection of Peritoneal Cavity, Percutaneous Approach"
0WJ,0WJJ0ZZ,2,"Inspection of Pelvic Cavity, Open Approach"
0WJ,0WJP0ZZ,2,"Inspection of Gastrointestinal Tract, Open Approach"
0WJ,0WJ80ZZ,1,"Inspection of Chest Wall, Open Approach"
0WJ,0WJJ3ZZ,1,"Inspection of Pelvic Cavity, Percutaneous Approach"
0WP,0WP10JZ,2,"Removal of Synthetic Substitute from Cranial Cavity, Open Approach"
0WP,0WP8X0Z,1,"Removal of Drainage Device from Chest Wall, External Approach"
0WP,0WP9X0Z,1,"Removal of Drainage Device from Right Pleural Cavity, External Approach"
0WP,0WPBX0Z,1,"Removal of Drainage Device from Left Pleural Cavity, External Approach"
0WP,0WPDX0Z,1,"Removal of Drainage Device from Pericardial Cavity, External Approach"
0WP,0WPF0JZ,1,"Removal of Synthetic Substitute from Abdominal Wall, Open Approach"
0WP,0WPG03Z,1,"Removal of Infusion Device from Peritoneal Cavity, Open Approach"
0WP,0WPG43Z,1,"Removal of Infusion Device from Peritoneal Cavity, Percutaneous Endoscopic Approach"
0WQ,0WQF0ZZ,30,"Repair Abdominal Wall, Open Approach"
0WQ,0WQF4ZZ,4,"Repair Abdominal Wall, Percutaneous Endoscopic Approach"
0WQ,0WQFXZ2,3,"Repair Abdominal Wall, Stoma, External Approach"
0WQ,0WQ0XZZ,1,"Repair Head, External Approach"
0WQ,0WQ2XZZ,1,"Repair Face, External Approach"
0WQ,0WQ6XZ2,1,"Repair Neck, Stoma, External Approach"
0WQ,0WQF3ZZ,1,"Repair Abdominal Wall, Percutaneous Approach"
0WQ,0WQFXZZ,1,"Repair Abdominal Wall, External Approach"
0WU,0WUF0JZ,19,"Supplement Abdominal Wall with Synthetic Substitute, Open Approach"
0WU,0WUF07Z,1,"Supplement Abdominal Wall with Autologous Tissue Substitute, Open Approach"
0WU,0WUF4JZ,1,"Supplement Abdominal Wall with Synthetic Substitute, Percutaneous Endoscopic Approach"
0WU,0WUM0JZ,1,"Supplement Male Perineum with Synthetic Substitute, Open Approach"
0X3,0X370ZZ,1,"Control Bleeding in Left Upper Extremity, Open Approach"
0X6,0X6F0Z3,1,"Detachment at Left Lower Arm, Low, Open Approach"
0X6,0X6N0Z0,1,"Detachment at Right Index Finger, Complete, Open Approach"
0X6,0X6R0Z3,1,"Detachment at Left Middle Finger, Low, Open Approach"
0X6,0X6T0Z3,1,"Detachment at Left Ring Finger, Low, Open Approach"
0X9,0X940ZX,1,"Drainage of Right Axilla, Open Approach, Diagnostic"
0XB,0XBD0ZZ,1,"Excision of Right Lower Arm, Open Approach"
0XB,0XBG0ZZ,1,"Excision of Right Wrist Region, Open Approach"
0XB,0XBJ0ZZ,1,"Excision of Right Hand, Open Approach"
0XM,0XMP0ZZ,1,"Reattachment of Left Index Finger, Open Approach"
0XM,0XMQ0ZZ,1,"Reattachment of Right Middle Finger, Open Approach"
0XM,0XMS0ZZ,1,"Reattachment of Right Ring Finger, Open Approach"
0XP,0XP7X3Z,1,"Removal of Infusion Device from Left Upper Extremity, External Approach"
0XQ,0XQGXZZ,1,"Repair Right Wrist Region, External Approach"
0Y3,0Y3B0ZZ,1,"Control Bleeding in Left Lower Extremity, Open Approach"
0Y3,0Y3D0ZZ,1,"Control Bleeding in Left Upper Leg, Open Approach"
0Y3,0Y3G0ZZ,1,"Control Bleeding in Left Knee Region, Open Approach"
0Y6,0Y6M0Z9,9,"Detachment at Right Foot, Partial 1st Ray, Open Approach"
0Y6,0Y6M0ZF,7,"Detachment at Right Foot, Partial 5th Ray, Open Approach"
0Y6,0Y6M0ZB,6,"Detachment at Right Foot, Partial 2nd Ray, Open Approach"
0Y6,0Y6M0ZC,6,"Detachment at Right Foot, Partial 3rd Ray, Open Approach"
0Y6,0Y6M0ZD,6,"Detachment at Right Foot, Partial 4th Ray, Open Approach"
0Y6,0Y6G0ZZ,3,"Detachment at Left Knee Region, Open Approach"
0Y6,0Y6H0Z3,3,"Detachment at Right Lower Leg, Low, Open Approach"
0Y6,0Y6N0Z9,3,"Detachment at Left Foot, Partial 1st Ray, Open Approach"
0Y6,0Y6N0ZB,3,"Detachment at Left Foot, Partial 2nd Ray, Open Approach"
0Y6,0Y6N0ZC,3,"Detachment at Left Foot, Partial 3rd Ray, Open Approach"
0Y6,0Y6N0ZD,3,"Detachment at Left Foot, Partial 4th Ray, Open Approach"
0Y6,0Y6N0ZF,3,"Detachment at Left Foot, Partial 5th Ray, Open Approach"
0Y6,0Y6P0Z3,3,"Detachment at Right 1st Toe, Low, Open Approach"
0Y6,0Y6H0Z1,2,"Detachment at Right Lower Leg, High, Open Approach"
0Y6,0Y6P0Z0,2,"Detachment at Right 1st Toe, Complete, Open Approach"
0Y6,0Y6P0Z1,2,"Detachment at Right 1st Toe, High, Open Approach"
0Y6,0Y6Q0Z1,2,"Detachment at Left 1st Toe, High, Open Approach"
0Y6,0Y6S0Z0,2,"Detachment at Left 2nd Toe, Complete, Open Approach"
0Y6,0Y6U0Z0,2,"Detachment at Left 3rd Toe, Complete, Open Approach"
0Y6,0Y6U0Z1,2,"Detachment at Left 3rd Toe, High, Open Approach"
0Y6,0Y6X0Z0,2,"Detachment at Right 5th Toe, Complete, Open Approach"
0Y6,0Y6Y0Z0,2,"Detachment at Left 5th Toe, Complete, Open Approach"
0Y6,0Y6D0Z1,1,"Detachment at Left Upper Leg, High, Open Approach"
0Y6,0Y6D0Z3,1,"Detachment at Left Upper Leg, Low, Open Approach"
0Y6,0Y6J0Z1,1,"Detachment at Left Lower Leg, High, Open Approach"
0Y6,0Y6J0Z2,1,"Detachment at Left Lower Leg, Mid, Open Approach"
0Y6,0Y6J0Z3,1,"Detachment at Left Lower Leg, Low, Open Approach"
0Y6,0Y6M0Z0,1,"Detachment at Right Foot, Complete, Open Approach"
0Y6,0Y6Q0Z0,1,"Detachment at Left 1st Toe, Complete, Open Approach"
0Y6,0Y6Q0Z3,1,"Detachment at Left 1st Toe, Low, Open Approach"
0Y6,0Y6R0Z0,1,"Detachment at Right 2nd Toe, Complete, Open Approach"
0Y6,0Y6S0Z1,1,"Detachment at Left 2nd Toe, High, Open Approach"
0Y9,0Y953ZX,1,"Drainage of Right Inguinal Region, Percutaneous Approach, Diagnostic"
0Y9,0Y9G0ZZ,1,"Drainage of Left Knee Region, Open Approach"
0Y9,0Y9H0ZZ,1,"Drainage of Right Lower Leg, Open Approach"
0Y9,0Y9J0ZZ,1,"Drainage of Left Lower Leg, Open Approach"
0Y9,0Y9K3ZZ,1,"Drainage of Right Ankle Region, Percutaneous Approach"
0YB,0YBK0ZZ,1,"Excision of Right Ankle Region, Open Approach"
0YJ,0YJ60ZZ,1,"Inspection of Left Inguinal Region, Open Approach"
0YJ,0YJ63ZZ,1,"Inspection of Left Inguinal Region, Percutaneous Approach"
0YJ,0YJLXZZ,1,"Inspection of Left Ankle Region, External Approach"
0YP,0YP90JZ,1,"Removal of Synthetic Substitute from Right Lower Extremity, Open Approach"
0YP,0YPB0JZ,1,"Removal of Synthetic Substitute from Left Lower Extremity, Open Approach"
0YU,0YU50JZ,2,"Supplement Right Inguinal Region with Synthetic Substitute, Open Approach"
0YU,0YU60JZ,1,"Supplement Left Inguinal Region with Synthetic Substitute, Open Approach"
0YU,0YU70JZ,1,"Supplement Right Femoral Region with Synthetic Substitute, Open Approach"
104,1049,1,Other conjunctivoplasty
109,10907ZC,8,"Drainage of Amniotic Fluid, Therapeutic from Products of Conception, Via Natural or Artificial Opening"
10D,10D00Z1,23,"Extraction of Products of Conception, Low, Open Approach"
10D,10D17ZZ,4,"Extraction of Products of Conception, Retained, Via Natural or Artificial Opening"
10D,10D00Z0,3,"Extraction of Products of Conception, High, Open Approach"
10D,10D17Z9,2,"Manual Extraction of Products of Conception, Retained, Via Natural or Artificial Opening"
10D,10D07Z6,1,"Extraction of Products of Conception, Vacuum, Via Natural or Artificial Opening"
10E,10E0XZZ,20,"Delivery of Products of Conception, External Approach"
10H,10H07YZ,3,"Insertion of Other Device into Products of Conception, Via Natural or Artificial Opening"
10H,10H00YZ,1,"Insertion of Other Device into Products of Conception, Open Approach"
10H,10H073Z,1,"Insertion of Monitoring Electrode into Products of Conception, Via Natural or Artificial Opening"
10S,10S0XZZ,1,"Reposition Products of Conception, External Approach"
115,1159,1,Other repair of cornea
134,1341,2,Phacoemulsification and aspiration of cataract
137,1371,2,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage"
145,1454,1,Repair of retinal detachment with laser photocoagulation
147,1473,1,Mechanical vitrectomy by anterior approach
147,1474,1,Other mechanical vitrectomy
147,1479,1,Other operations on vitreous
149,149,1,"Other operations on retina, choroid, and posterior chamber"
171,1711,1,Laparoscopic repair of direct inguinal hernia with graft or prosthesis
172,1721,1,Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis
173,1736,13,Laparoscopic sigmoidectomy
173,1733,11,Laparoscopic right hemicolectomy
173,1735,8,Laparoscopic left hemicolectomy
173,1732,2,Laparoscopic cecectomy
173,1734,1,Laparoscopic resection of transverse colon
174,1742,33,Laparoscopic robotic assisted procedure
174,1745,3,Thoracoscopic robotic assisted procedure
175,1755,4,Transluminal coronary atherectomy
177,1770,1,Intravenous infusion of clofarabine
180,1809,1,Other incision of external ear
183,1831,1,Radical excision of lesion of external ear
184,184,1,Suture of laceration of external ear
187,1879,1,Other plastic repair of external ear
200,2001,1,Myringotomy with insertion of tube
210,2101,8,Control of epistaxis by anterior nasal packing
210,2102,3,Control of epistaxis by posterior (and anterior) packing
210,2103,3,Control of epistaxis by cauterization (and packing)
210,2109,1,Control of epistaxis by other means
211,211,2,Incision of nose
212,2121,2,Rhinoscopy
215,215,1,Submucous resection of nasal septum
216,2162,1,Fracture of the turbinates
217,2171,1,Closed reduction of nasal fracture
218,2181,9,Suture of laceration of nose
224,2242,1,Frontal sinusectomy
230,2309,12,Extraction of other tooth
231,2319,5,Other surgical extraction of tooth
241,2411,1,Biopsy of gum
244,244,1,Excision of dental lesion of jaw
248,248,1,Other orthodontic operation
250,2501,1,Closed [needle] biopsy of tongue
251,251,1,Excision or destruction of lesion or tissue of tongue
255,2551,2,Suture of laceration of tongue
269,2699,1,Other operations on salivary gland or duct
270,270,2,Drainage of face and floor of mouth
272,2722,2,Biopsy of uvula and soft palate
272,2721,1,Biopsy of bony palate
272,2724,1,"Biopsy of mouth, unspecified structure"
274,2749,1,Other excision of mouth
275,2751,6,Suture of laceration of lip
279,2792,1,"Incision of mouth, unspecified structure"
280,280,4,Incision and drainage of tonsil and peritonsillar structures
281,2811,1,Biopsy of tonsils and adenoids
287,287,2,Control of hemorrhage after tonsillectomy and adenoidectomy
291,2911,6,Pharyngoscopy
291,2912,1,Pharyngeal biopsy
2W0,2W03X6Z,3,Change Pressure Dressing on Abdominal Wall
2W0,2W02X6Z,1,Change Pressure Dressing on Neck
2W1,2W12X6Z,1,Compression of Neck using Pressure Dressing
2W1,2W1BX6Z,1,Compression of Left Upper Arm using Pressure Dressing
2W1,2W1DX6Z,1,Compression of Left Lower Arm using Pressure Dressing
2W1,2W1DX7Z,1,Compression of Left Lower Arm using Intermittent Pressure Device
2W1,2W1FX6Z,1,Compression of Left Hand using Pressure Dressing
2W1,2W1MX6Z,1,Compression of Left Lower Extremity using Pressure Dressing
2W3,2W30XYZ,9,Immobilization of Head using Other Device
2W3,2W3CX1Z,2,Immobilization of Right Lower Arm using Splint
2W3,2W31X9Z,1,Immobilization of Face using Wire
2W3,2W32XYZ,1,Immobilization of Neck using Other Device
2W3,2W38XYZ,1,Immobilization of Right Upper Extremity using Other Device
2W3,2W39X1Z,1,Immobilization of Left Upper Extremity using Splint
2W3,2W3DX1Z,1,Immobilization of Left Lower Arm using Splint
2W3,2W3LX3Z,1,Immobilization of Right Lower Extremity using Brace
2W3,2W3QX2Z,1,Immobilization of Right Lower Leg using Cast
2W6,2W6QX0Z,1,Traction of Right Lower Leg using Traction Apparatus
2Y0,2Y00X5Z,1,Change Mouth and Pharynx Packing Material
2Y4,2Y41X5Z,6,Packing of Nasal Region using Packing Material
2Y5,2Y51X5Z,1,Removal of Nasal Packing Material
300,3009,2,Other excision or destruction of lesion or tissue of larynx
302,30233S1,39,"Transfusion of Nonautologous Globulin into Peripheral Vein, Percutaneous Approach"
302,30283B1,18,"Transfusion of Nonautologous 4-Factor Prothrombin Complex Concentrate into Vein, Percutaneous Approach"
302,30243Y0,5,"Transfusion of Autologous Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
302,30243S1,4,"Transfusion of Nonautologous Globulin into Central Vein, Percutaneous Approach"
302,30233N1,3,"Transfusion of Nonautologous Red Blood Cells into Peripheral Vein, Percutaneous Approach"
302,30243Y1,3,"Transfusion of Nonautologous Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
302,30243Y3,3,"Transfusion of Allogeneic Unrelated Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
302,30233Y0,2,"Transfusion of Autologous Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
302,30233R1,1,"Transfusion of Nonautologous Platelets into Peripheral Vein, Percutaneous Approach"
302,30233V1,1,"Transfusion of Nonautologous Antihemophilic Factors into Peripheral Vein, Percutaneous Approach"
302,30233Y3,1,"Transfusion of Allogeneic Unrelated Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
302,30243N1,1,"Transfusion of Nonautologous Red Blood Cells into Central Vein, Percutaneous Approach"
302,30243Y2,1,"Transfusion of Allogeneic Related Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
302,30253S1,1,"Transfusion of Nonautologous Globulin into Peripheral Artery, Percutaneous Approach"
310,310,2,Injection of larynx
311,311,65,Temporary tracheostomy
312,3129,1,Other permanent tracheostomy
314,3142,29,Laryngoscopy and other tracheoscopy
314,3144,2,Closed [endoscopic] biopsy of trachea
314,3143,1,Closed [endoscopic] biopsy of larynx
315,315,1,Local excision or destruction of lesion or tissue of trachea
